machineID,layer_height [mm],print_speed [mm/s],nozzle_temperature [°C],bed_temperature [°C],filament_diameter [mm],failure_type
579,0.42,98.12,196.94,51.26,1.82,2
580,0.26,38.66,197.28,60.76,1.71,4
581,0.15,83.75,201.25,58.77,1.78,0
582,0.21,99.93,178.87,66.02,1.82,3
583,0.1,35.4,195.42,54.86,1.75,5
584,0.36,79.41,199.65,57.99,1.73,0
585,0.13,84.8,197.27,63.96,1.75,5
586,0.17,83.16,191.43,59.19,1.69,0
587,0.2,75.14,205.96,66.68,1.79,4
588,0.26,96.15,198.92,61.25,1.77,3
589,0.37,79.06,195.58,61.22,1.78,2
590,0.28,52.88,212.82,66.14,1.71,4
591,0.3,32.55,196.56,58.48,1.7,1
592,0.14,74.79,212.46,57.66,1.84,3
593,0.24,33.92,202.07,58.57,1.77,2
594,0.18,85.21,172.62,66.08,1.75,3
595,0.4,85.98,195.08,64.16,1.82,3
596,0.11,63.62,199.82,61.94,1.8,5
597,0.35,87.2,209.87,65.42,1.81,5
598,0.38,56.99,202.0,53.39,1.81,2
599,0.3,38.59,220.68,58.95,1.81,0
600,0.12,90.03,199.26,60.59,1.81,5
601,0.2,59.45,194.85,64.93,1.77,1
602,0.2,86.13,201.7,60.77,1.75,0
603,0.21,40.35,190.08,65.56,1.75,0
604,0.21,58.85,209.87,61.36,1.69,5
605,0.49,88.54,203.89,60.18,1.77,2
606,0.42,35.03,200.81,59.67,1.68,2
607,0.46,82.55,210.85,69.66,1.75,0
608,0.39,96.32,199.53,52.18,1.73,4
609,0.24,42.03,195.95,62.66,1.8,3
610,0.48,96.38,191.41,61.06,1.71,4
611,0.29,40.17,190.6,59.62,1.76,3
612,0.17,91.87,204.8,60.79,1.69,2
613,0.39,60.3,199.01,63.51,1.81,4
614,0.2,58.51,199.46,58.06,1.87,0
615,0.43,65.26,205.21,66.22,1.75,1
616,0.4,77.03,191.48,62.42,1.78,2
617,0.22,85.22,193.61,62.25,1.78,2
618,0.28,46.18,190.5,68.19,1.72,3
619,0.39,47.77,199.03,54.39,1.78,3
620,0.37,91.64,188.62,70.8,1.75,2
621,0.31,72.58,182.06,56.25,1.68,2
622,0.19,40.22,201.54,61.98,1.71,0
623,0.23,35.87,202.16,53.77,1.8,4
624,0.38,71.78,174.9,56.25,1.72,5
625,0.28,69.64,181.59,59.49,1.77,0
626,0.39,36.8,194.26,62.04,1.8,1
627,0.37,87.26,196.93,57.63,1.78,5
628,0.24,32.11,187.12,62.22,1.76,0
629,0.14,93.51,188.36,55.75,1.72,4
630,0.37,60.35,195.76,54.57,1.71,1
631,0.24,83.01,196.58,67.21,1.76,4
632,0.33,62.52,208.04,57.5,1.75,2
633,0.15,70.44,217.49,56.1,1.7,1
634,0.16,65.32,201.25,54.0,1.73,3
635,0.27,32.42,200.45,66.95,1.69,2
636,0.37,92.89,192.71,55.19,1.78,5
637,0.15,99.87,195.57,62.89,1.74,2
638,0.41,57.06,199.51,63.79,1.77,3
639,0.44,54.81,205.04,65.08,1.69,4
640,0.37,78.07,176.26,58.25,1.71,3
641,0.4,89.44,205.28,61.7,1.67,0
642,0.2,42.09,198.34,60.16,1.76,3
643,0.14,42.43,194.58,62.3,1.81,5
644,0.23,50.04,178.58,65.37,1.78,4
645,0.15,70.57,185.9,63.36,1.72,0
646,0.27,46.03,195.49,69.5,1.82,2
647,0.4,71.16,205.21,65.17,1.65,2
648,0.21,86.3,206.74,59.84,1.74,0
649,0.44,61.96,204.66,60.76,1.75,4
650,0.28,52.86,203.24,55.02,1.8,2
651,0.16,61.96,188.64,59.09,1.77,1
652,0.36,82.99,206.2,63.57,1.67,0
653,0.28,80.52,198.81,58.43,1.72,1
654,0.23,75.12,192.21,56.57,1.77,4
655,0.31,34.57,209.41,59.92,1.72,3
656,0.5,70.34,214.3,65.33,1.81,1
657,0.4,59.97,204.33,68.5,1.77,4
658,0.22,34.34,214.62,55.48,1.75,1
659,0.47,33.57,211.98,60.92,1.74,5
660,0.17,75.06,197.21,56.4,1.74,2
661,0.26,48.25,196.59,55.12,1.77,3
662,0.25,59.18,196.07,65.53,1.72,1
663,0.49,68.98,210.63,64.38,1.78,4
664,0.1,59.55,206.24,57.4,1.7,1
665,0.36,49.6,204.63,57.3,1.74,1
666,0.3,80.79,197.0,63.2,1.74,1
667,0.16,81.0,191.28,58.92,1.74,5
668,0.36,45.22,183.63,62.64,1.73,3
669,0.42,55.04,200.45,69.98,1.65,3
670,0.41,49.6,188.98,61.71,1.7,1
671,0.13,69.36,217.74,61.79,1.72,5
672,0.42,66.27,200.43,58.95,1.71,4
673,0.24,84.23,207.87,49.05,1.8,1
674,0.44,50.6,210.61,57.13,1.74,5
675,0.32,38.29,202.5,54.05,1.83,1
676,0.13,78.94,199.73,54.34,1.7,0
677,0.4,70.1,198.13,54.18,1.82,1
678,0.33,49.07,201.5,58.77,1.73,2
679,0.28,48.92,210.22,61.82,1.71,3
680,0.36,39.39,204.84,63.42,1.75,1
681,0.28,52.28,198.08,59.21,1.74,4
682,0.11,78.73,198.44,53.61,1.75,0
683,0.47,89.06,190.57,58.77,1.77,0
684,0.22,86.78,215.54,53.47,1.75,0
685,0.21,81.66,201.14,50.37,1.77,2
686,0.12,39.02,191.4,51.22,1.76,2
687,0.39,95.76,181.88,61.0,1.85,4
688,0.46,38.92,212.88,51.63,1.78,1
689,0.29,76.65,186.7,58.85,1.69,0
690,0.43,38.07,205.5,59.37,1.76,5
691,0.23,85.02,195.85,68.56,1.74,0
692,0.25,95.12,208.58,58.17,1.75,3
693,0.22,43.96,215.45,62.09,1.88,3
694,0.22,92.46,206.07,64.56,1.68,2
695,0.32,40.49,203.32,57.18,1.76,5
696,0.23,35.92,189.53,48.58,1.67,2
697,0.13,39.17,208.53,63.66,1.67,3
698,0.38,30.23,209.22,62.81,1.82,5
699,0.22,92.88,193.39,63.14,1.79,5
700,0.26,57.99,223.22,55.41,1.69,2
701,0.17,94.4,197.75,58.4,1.66,2
702,0.12,52.43,208.8,57.35,1.75,0
703,0.36,75.44,206.24,60.54,1.72,0
704,0.27,82.68,201.71,71.01,1.68,0
705,0.47,60.27,212.69,54.94,1.75,3
706,0.11,65.65,187.69,56.11,1.79,0
707,0.43,41.67,207.09,56.06,1.8,4
708,0.11,45.03,189.14,56.86,1.8,4
709,0.17,90.95,201.95,54.84,1.82,4
710,0.11,93.5,209.61,56.74,1.77,4
711,0.3,60.51,200.69,53.48,1.66,5
712,0.24,31.08,193.28,61.07,1.77,2
713,0.23,60.93,197.86,64.87,1.73,4
714,0.49,76.54,209.6,72.28,1.75,0
715,0.33,57.78,191.4,59.13,1.75,2
716,0.47,65.77,190.17,60.7,1.74,4
717,0.46,66.89,195.27,58.38,1.73,1
718,0.24,50.48,170.89,61.36,1.79,2
719,0.36,55.34,188.18,63.02,1.77,2
720,0.18,83.52,201.17,72.26,1.68,4
721,0.25,46.22,200.49,63.51,1.67,4
722,0.37,59.54,206.49,64.94,1.7,1
723,0.33,54.27,193.82,57.57,1.71,3
724,0.13,94.74,191.74,66.08,1.71,4
725,0.13,32.65,191.41,56.16,1.74,3
726,0.41,33.58,192.51,52.74,1.71,4
727,0.38,46.84,174.98,63.73,1.75,3
728,0.36,36.7,188.58,59.51,1.78,0
729,0.19,99.1,184.64,51.04,1.59,3
730,0.41,64.68,204.02,68.18,1.75,3
731,0.33,45.78,208.5,53.64,1.74,5
732,0.16,65.05,205.78,60.9,1.73,3
733,0.17,95.31,210.6,55.28,1.77,3
734,0.35,32.11,194.72,59.51,1.72,5
735,0.49,53.78,183.11,46.58,1.7,4
736,0.33,79.41,190.59,62.65,1.74,0
737,0.22,94.72,194.54,52.75,1.74,5
738,0.39,83.92,177.67,65.6,1.72,4
739,0.18,83.16,202.76,54.88,1.72,2
740,0.36,34.65,194.01,68.62,1.71,2
741,0.27,62.35,200.98,63.85,1.78,4
742,0.11,91.81,206.0,58.98,1.79,4
743,0.31,92.42,193.66,55.85,1.67,0
744,0.3,80.74,193.47,67.18,1.87,3
745,0.46,62.13,169.41,53.98,1.76,2
746,0.38,34.95,198.52,59.33,1.71,3
747,0.22,46.26,206.94,64.73,1.76,1
748,0.36,56.62,207.81,52.83,1.78,3
749,0.2,68.66,203.26,60.49,1.8,1
750,0.36,70.65,192.44,56.09,1.75,3
751,0.34,64.84,215.89,58.86,1.83,3
752,0.35,74.64,202.45,59.09,1.74,5
753,0.16,54.06,213.23,60.34,1.75,1
754,0.38,56.93,203.05,52.01,1.79,2
755,0.32,35.78,209.75,61.95,1.73,5
756,0.4,94.73,213.89,52.17,1.73,3
757,0.12,46.51,194.05,53.16,1.74,4
758,0.39,38.19,194.04,57.24,1.77,4
759,0.48,50.87,180.16,62.23,1.74,5
760,0.33,38.28,205.47,57.1,1.73,0
761,0.16,76.32,200.41,57.49,1.72,1
762,0.47,47.06,207.51,47.49,1.8,2
763,0.32,65.88,205.03,64.63,1.75,4
764,0.21,95.09,215.55,66.28,1.81,2
765,0.35,81.78,200.25,57.31,1.76,3
766,0.44,76.63,190.86,59.34,1.84,2
767,0.14,74.99,204.76,61.07,1.79,5
768,0.32,57.42,209.17,63.49,1.74,3
769,0.35,38.21,190.95,65.1,1.7,3
770,0.47,30.42,197.01,57.2,1.75,2
771,0.12,73.37,215.24,61.66,1.76,0
772,0.3,77.21,184.54,64.81,1.78,0
773,0.39,78.66,184.9,58.43,1.74,5
774,0.36,72.47,199.69,56.96,1.74,2
775,0.44,41.1,198.84,70.2,1.75,4
776,0.36,48.92,201.35,58.74,1.76,0
777,0.35,74.43,177.6,58.51,1.72,1
778,0.34,95.96,195.59,62.58,1.68,1
779,0.17,34.18,201.59,52.15,1.79,0
780,0.44,73.29,207.55,61.63,1.69,0
781,0.31,74.3,199.43,57.13,1.73,5
782,0.11,50.48,208.22,61.01,1.71,2
783,0.43,68.87,205.07,57.15,1.85,4
784,0.38,93.42,212.78,59.75,1.77,0
785,0.36,40.25,202.68,60.61,1.86,0
786,0.12,39.06,183.0,55.05,1.85,3
787,0.38,33.0,208.69,63.69,1.73,5
788,0.24,80.25,193.91,59.02,1.72,2
789,0.43,39.62,208.01,65.19,1.68,3
790,0.16,59.17,195.47,59.66,1.76,1
791,0.23,69.15,194.73,60.43,1.75,0
792,0.14,73.17,208.25,54.91,1.64,1
793,0.11,79.1,208.43,65.21,1.85,5
794,0.23,35.77,184.22,67.13,1.75,5
795,0.38,82.44,207.72,58.81,1.78,0
796,0.27,61.5,196.22,64.82,1.78,2
797,0.22,58.84,202.53,57.38,1.75,2
798,0.47,45.64,205.89,50.95,1.78,3
799,0.39,84.6,190.58,66.78,1.78,2
800,0.49,46.63,186.12,56.45,1.75,3
801,0.22,57.41,200.61,54.9,1.74,0
802,0.18,32.38,208.8,47.17,1.67,1
803,0.49,66.41,205.52,59.15,1.78,1
804,0.13,90.07,209.22,64.2,1.76,1
805,0.41,50.02,200.06,64.04,1.8,3
806,0.48,49.69,213.72,55.22,1.74,4
807,0.39,59.9,214.19,63.65,1.76,2
808,0.33,85.26,214.3,69.33,1.71,1
809,0.25,80.15,218.31,55.17,1.75,5
810,0.22,63.5,180.65,49.26,1.74,1
811,0.13,40.29,202.85,58.7,1.81,5
812,0.25,35.47,193.7,59.51,1.77,2
813,0.3,80.44,200.09,63.93,1.77,2
814,0.2,42.55,191.55,66.88,1.71,3
815,0.49,83.93,201.96,58.83,1.73,1
816,0.5,76.98,208.98,58.57,1.7,3
817,0.22,75.36,206.12,62.7,1.71,3
818,0.34,59.68,209.28,60.74,1.75,1
819,0.45,34.24,196.82,56.34,1.86,4
820,0.33,81.38,214.05,57.58,1.78,3
821,0.24,54.8,208.29,58.35,1.65,1
822,0.44,73.59,206.47,62.32,1.71,2
823,0.31,82.96,211.65,64.13,1.77,2
824,0.35,37.14,207.29,55.92,1.74,4
825,0.4,89.17,207.35,56.14,1.68,0
826,0.22,82.17,208.51,48.76,1.77,0
827,0.37,54.19,216.21,57.08,1.75,5
828,0.21,31.43,188.97,60.87,1.85,4
829,0.36,33.28,205.36,55.82,1.77,5
830,0.2,85.02,193.1,61.8,1.85,2
831,0.42,72.27,216.76,56.1,1.72,0
832,0.24,67.8,217.57,58.73,1.76,2
833,0.48,36.38,180.56,59.67,1.65,0
834,0.17,31.24,204.03,67.05,1.75,1
835,0.39,34.76,185.47,59.13,1.75,3
836,0.44,73.95,191.89,61.03,1.76,1
837,0.45,65.31,221.0,65.68,1.69,1
838,0.31,64.65,196.49,56.51,1.81,2
839,0.32,41.02,201.06,61.03,1.73,2
840,0.22,99.9,191.76,62.18,1.66,5
841,0.44,69.62,201.22,70.91,1.65,4
842,0.4,35.3,201.94,63.17,1.77,3
843,0.31,32.97,195.23,68.16,1.75,5
844,0.3,39.99,202.77,61.35,1.69,2
845,0.47,81.54,214.35,49.33,1.7,3
846,0.32,47.56,211.42,60.21,1.77,4
847,0.14,77.42,212.97,55.56,1.79,3
848,0.14,90.16,179.93,58.1,1.79,1
849,0.41,74.81,200.76,65.81,1.82,1
850,0.31,74.05,201.47,53.04,1.71,4
851,0.32,93.51,196.03,61.02,1.76,0
852,0.27,76.75,188.35,63.18,1.76,2
853,0.11,56.02,195.25,64.46,1.73,3
854,0.42,94.52,206.61,61.32,1.8,2
855,0.25,40.86,199.96,60.17,1.88,3
856,0.29,31.57,185.29,62.17,1.67,4
857,0.28,73.4,195.44,57.58,1.76,3
858,0.15,58.12,212.24,67.43,1.73,0
859,0.49,42.18,210.92,54.89,1.77,4
860,0.48,55.93,210.63,57.69,1.66,1
861,0.1,86.98,214.87,63.53,1.68,5
862,0.12,98.23,203.74,59.13,1.74,5
863,0.25,71.15,188.33,52.99,1.77,0
864,0.49,98.5,196.59,68.4,1.68,2
865,0.29,77.76,203.87,56.25,1.7,1
866,0.47,74.68,210.18,62.55,1.67,1
867,0.24,50.71,198.21,61.66,1.76,3
868,0.3,68.87,196.25,63.17,1.75,4
869,0.43,78.59,211.63,65.0,1.72,4
870,0.36,97.75,179.13,53.22,1.79,0
871,0.22,97.57,198.51,65.88,1.7,2
872,0.28,78.72,190.44,70.06,1.75,1
873,0.35,46.92,200.14,48.42,1.78,4
874,0.26,35.91,201.37,61.8,1.76,1
875,0.18,75.87,187.12,58.28,1.76,5
876,0.19,47.14,204.86,49.6,1.8,0
877,0.4,48.73,207.54,61.26,1.72,4
878,0.18,96.43,176.63,63.24,1.65,1
879,0.17,42.23,187.98,61.62,1.77,1
880,0.21,72.44,194.55,55.9,1.85,1
881,0.5,64.72,195.26,66.57,1.78,2
882,0.5,76.07,203.46,57.42,1.76,5
883,0.29,52.77,204.25,60.38,1.63,4
884,0.19,86.68,218.89,70.79,1.71,4
885,0.28,91.91,200.22,58.6,1.74,0
886,0.45,35.11,194.99,61.43,1.83,2
887,0.33,61.1,193.4,51.74,1.74,3
888,0.46,84.31,208.88,64.16,1.74,3
889,0.45,93.04,184.62,57.4,1.67,5
890,0.43,45.54,189.1,61.39,1.69,2
891,0.45,63.73,199.71,64.6,1.74,0
892,0.31,85.38,202.17,53.15,1.81,3
893,0.17,53.02,182.16,53.32,1.68,5
894,0.41,76.76,205.0,58.39,1.73,3
895,0.5,78.03,185.44,54.04,1.81,1
896,0.36,55.53,189.75,59.17,1.78,5
897,0.2,96.96,191.49,64.08,1.73,2
898,0.47,34.17,205.82,61.88,1.75,5
899,0.47,61.13,220.16,70.3,1.79,1
900,0.47,41.03,201.82,66.54,1.76,4
901,0.37,55.17,209.48,64.25,1.8,0
902,0.48,45.48,192.38,67.11,1.71,2
903,0.19,78.44,201.72,67.87,1.77,4
904,0.33,39.99,198.65,57.52,1.77,1
905,0.5,96.57,220.15,59.34,1.72,1
906,0.5,52.98,213.7,56.63,1.78,4
907,0.42,46.51,188.48,67.24,1.76,3
908,0.33,66.64,211.97,67.6,1.78,3
909,0.35,95.88,178.01,57.04,1.75,4
910,0.26,50.12,195.14,52.05,1.75,0
911,0.19,53.89,198.8,54.51,1.78,1
912,0.46,67.34,196.2,63.98,1.53,4
913,0.33,52.77,204.65,64.11,1.75,4
914,0.24,98.63,201.3,75.39,1.69,5
915,0.23,81.08,195.73,61.46,1.68,3
916,0.17,43.92,178.7,51.64,1.72,5
917,0.17,80.71,197.46,55.21,1.71,3
918,0.37,89.04,209.19,63.93,1.8,1
919,0.21,44.73,225.04,54.54,1.79,4
920,0.23,78.5,194.43,62.5,1.72,5
921,0.44,49.43,191.74,54.49,1.74,4
922,0.14,30.38,197.14,62.09,1.7,1
923,0.48,37.09,211.39,58.41,1.82,1
924,0.27,45.13,192.47,69.59,1.8,4
925,0.43,82.18,182.23,56.67,1.65,1
926,0.43,99.1,209.83,64.65,1.73,5
927,0.37,60.62,193.47,64.61,1.68,2
928,0.12,95.84,206.11,61.45,1.86,0
929,0.36,63.17,185.41,70.68,1.76,5
930,0.28,99.99,183.12,63.73,1.86,2
931,0.22,87.2,208.17,67.32,1.82,0
932,0.31,76.72,199.49,68.43,1.75,0
933,0.37,86.6,208.94,62.9,1.73,0
934,0.26,72.61,201.52,60.24,1.73,4
935,0.26,50.34,210.12,55.98,1.78,1
936,0.19,32.59,213.66,55.98,1.74,4
937,0.17,39.2,196.94,65.33,1.87,2
938,0.35,97.94,186.66,58.0,1.82,2
939,0.49,34.23,185.1,59.52,1.7,4
940,0.14,30.0,212.21,58.84,1.75,3
941,0.36,48.49,194.5,63.21,1.73,4
942,0.34,67.66,196.33,65.63,1.79,0
943,0.4,76.14,192.55,58.75,1.75,1
944,0.23,79.48,198.1,58.18,1.77,0
945,0.2,42.98,189.29,62.12,1.73,0
946,0.21,44.82,192.23,49.47,1.85,2
947,0.44,66.63,192.83,59.31,1.72,2
948,0.44,63.34,204.17,51.57,1.75,2
949,0.43,32.65,183.59,51.89,1.67,0
950,0.21,68.15,198.81,57.5,1.67,2
951,0.25,40.46,203.53,60.14,1.74,3
952,0.22,57.3,216.67,64.34,1.67,5
953,0.37,95.13,191.46,67.23,1.75,5
954,0.19,65.86,197.0,52.86,1.73,1
955,0.4,93.73,206.77,68.47,1.72,2
956,0.42,39.25,201.76,55.7,1.72,1
957,0.31,36.43,200.93,52.66,1.74,4
958,0.17,80.9,204.11,58.8,1.77,4
959,0.21,98.84,209.93,62.61,1.68,3
960,0.33,69.53,204.27,60.59,1.81,5
961,0.39,91.5,215.84,69.35,1.73,2
962,0.18,48.71,205.83,51.56,1.91,1
963,0.36,44.52,196.55,62.8,1.82,1
964,0.46,71.3,204.81,56.35,1.73,1
965,0.39,57.19,209.76,62.07,1.74,1
966,0.46,41.55,209.64,54.32,1.74,3
967,0.48,76.02,206.04,58.24,1.67,5
968,0.21,65.05,184.93,61.0,1.78,5
969,0.18,40.47,203.37,54.37,1.78,3
970,0.46,40.1,206.37,54.32,1.72,0
971,0.26,93.29,194.32,59.64,1.77,5
972,0.14,48.5,196.78,57.82,1.82,3
973,0.35,32.0,199.25,62.01,1.7,2
974,0.29,44.87,193.07,54.34,1.82,2
975,0.18,39.49,213.61,60.65,1.75,0
976,0.47,40.7,192.29,54.98,1.76,0
977,0.29,89.31,205.5,53.27,1.72,1
978,0.5,41.71,216.15,57.32,1.81,5
979,0.21,83.73,192.69,54.61,1.74,0
980,0.12,47.41,192.95,58.27,1.68,3
981,0.46,75.46,206.03,55.66,1.8,3
982,0.22,84.61,207.11,54.84,1.84,1
983,0.47,50.83,201.81,64.46,1.78,2
984,0.29,65.09,194.71,59.25,1.76,4
985,0.38,66.92,194.72,66.13,1.78,1
986,0.15,65.6,205.54,58.62,1.82,0
987,0.21,34.91,206.82,49.09,1.76,2
988,0.37,83.73,195.97,52.67,1.77,2
989,0.48,43.0,199.15,61.93,1.68,1
990,0.43,66.53,195.47,64.44,1.8,4
991,0.46,32.59,207.88,68.74,1.76,3
992,0.41,97.8,190.55,61.11,1.7,3
993,0.49,52.55,209.76,58.7,1.78,1
994,0.2,54.1,199.68,55.69,1.76,5
995,0.15,98.55,197.63,49.01,1.79,5
996,0.2,70.72,199.9,59.94,1.83,5
997,0.33,31.98,206.77,60.52,1.8,0
998,0.25,62.37,201.31,68.92,1.67,5
999,0.11,84.29,191.88,77.09,1.73,4
1000,0.15,60.71,210.63,61.24,1.63,1
1001,0.21,42.52,191.82,63.34,1.76,3
1002,0.23,79.43,205.58,57.0,1.73,0
1003,0.23,72.86,194.13,71.86,1.65,2
1004,0.33,62.78,204.49,60.8,1.74,0
1005,0.36,92.75,190.77,62.57,1.71,4
1006,0.44,31.35,197.48,77.32,1.65,3
1007,0.25,40.17,195.01,57.76,1.73,0
1008,0.48,88.87,184.63,60.66,1.72,0
1009,0.25,43.39,193.82,58.19,1.84,3
1010,0.27,34.76,221.14,65.47,1.72,0
1011,0.27,73.37,209.25,63.84,1.7,3
1012,0.41,83.79,187.81,52.02,1.76,4
1013,0.4,94.72,198.41,51.49,1.73,5
1014,0.27,50.43,214.58,65.64,1.7,3
1015,0.24,58.63,207.18,64.46,1.82,0
1016,0.13,88.5,208.63,55.88,1.76,1
1017,0.2,66.29,202.68,56.92,1.69,0
1018,0.13,60.17,201.5,59.27,1.75,0
1019,0.23,75.42,207.73,52.48,1.74,3
1020,0.18,96.01,199.6,58.91,1.82,1
1021,0.36,30.31,203.69,60.55,1.77,4
1022,0.4,58.68,205.45,56.28,1.77,3
1023,0.3,91.66,205.32,53.68,1.77,0
1024,0.29,80.96,209.59,57.06,1.73,3
1025,0.24,60.0,192.22,60.6,1.76,0
1026,0.48,74.82,212.82,64.48,1.69,4
1027,0.5,76.65,186.93,60.07,1.69,1
1028,0.36,91.59,214.87,64.69,1.69,0
1029,0.44,57.86,207.24,57.66,1.71,5
1030,0.25,75.9,180.68,60.97,1.72,0
1031,0.34,83.76,185.91,63.42,1.67,1
1032,0.25,96.35,210.46,53.39,1.8,4
1033,0.48,65.63,210.14,66.85,1.73,4
1034,0.34,84.32,213.05,70.5,1.74,0
1035,0.46,86.54,206.34,60.53,1.74,4
1036,0.35,47.12,185.25,56.61,1.67,3
1037,0.13,70.52,197.64,66.18,1.75,0
1038,0.22,52.51,195.33,62.27,1.84,2
1039,0.34,38.73,209.58,51.98,1.71,5
1040,0.47,81.39,218.64,66.17,1.79,5
1041,0.36,89.89,210.59,59.73,1.75,0
1042,0.24,67.12,205.51,65.72,1.69,3
1043,0.36,56.61,195.21,63.64,1.79,4
1044,0.35,87.25,198.43,66.54,1.76,0
1045,0.49,75.4,195.15,61.04,1.63,3
1046,0.34,70.23,199.36,55.24,1.73,2
1047,0.1,42.59,200.84,58.69,1.78,2
1048,0.49,39.7,192.54,62.79,1.66,1
1049,0.16,31.24,184.3,59.44,1.7,4
1050,0.24,43.19,213.35,52.72,1.7,0
1051,0.49,53.71,191.68,56.73,1.74,0
1052,0.37,66.04,206.04,66.35,1.79,2
1053,0.37,60.18,218.12,57.18,1.67,1
1054,0.27,41.78,204.76,53.13,1.81,2
1055,0.26,95.19,187.97,58.42,1.72,4
1056,0.22,43.38,211.6,68.42,1.78,1
1057,0.4,30.75,187.34,58.79,1.7,0
1058,0.25,33.14,185.33,49.26,1.76,2
1059,0.15,55.57,213.96,59.04,1.79,4
1060,0.18,60.66,200.74,57.29,1.76,1
1061,0.16,85.98,203.44,67.1,1.7,2
1062,0.46,91.41,199.67,58.51,1.65,1
1063,0.21,62.81,189.05,67.61,1.77,2
1064,0.19,38.88,196.63,52.05,1.82,1
1065,0.36,30.76,199.61,57.27,1.72,1
1066,0.22,93.98,190.55,62.78,1.78,3
1067,0.42,63.7,205.45,66.53,1.77,0
1068,0.37,39.76,198.62,54.14,1.79,5
1069,0.34,72.85,195.43,62.11,1.7,4
1070,0.29,49.92,199.95,59.49,1.8,3
1071,0.25,50.09,196.73,58.39,1.67,4
1072,0.28,52.54,198.08,54.09,1.75,4
1073,0.38,46.0,207.39,66.28,1.7,5
1074,0.12,80.41,189.53,57.75,1.73,5
1075,0.19,87.11,213.99,54.79,1.8,4
1076,0.38,78.19,196.14,58.61,1.82,2
1077,0.38,94.51,204.84,62.83,1.74,0
1078,0.33,89.4,202.56,68.97,1.76,0
1079,0.2,87.55,202.17,57.59,1.8,2
1080,0.19,65.98,196.11,53.17,1.68,4
1081,0.31,66.29,209.0,56.51,1.75,5
1082,0.21,58.25,209.58,60.53,1.79,1
1083,0.4,99.48,193.09,68.56,1.74,2
1084,0.41,47.9,197.64,63.84,1.78,4
1085,0.39,72.18,217.21,67.85,1.72,0
1086,0.35,80.89,171.18,58.33,1.86,4
1087,0.46,78.16,208.06,57.41,1.66,3
1088,0.32,31.22,215.8,52.84,1.73,3
1089,0.21,33.95,211.31,63.1,1.63,2
1090,0.2,35.47,191.83,54.61,1.7,0
1091,0.14,83.38,213.01,60.48,1.74,3
1092,0.35,43.85,209.63,62.49,1.78,1
1093,0.41,84.21,182.8,66.43,1.65,5
1094,0.34,71.51,170.74,56.82,1.72,0
1095,0.15,88.39,191.49,51.56,1.8,3
1096,0.38,40.32,190.94,56.67,1.67,5
1097,0.4,55.75,217.38,64.5,1.75,2
1098,0.25,69.36,201.64,64.47,1.73,2
1099,0.32,77.26,195.56,53.28,1.81,4
1100,0.13,96.01,188.44,61.29,1.84,5
1101,0.34,41.58,206.78,64.01,1.83,5
1102,0.11,80.87,183.5,50.9,1.78,3
1103,0.24,66.67,213.03,61.08,1.75,2
1104,0.42,40.4,201.5,62.29,1.75,4
1105,0.35,55.27,216.41,64.16,1.76,4
1106,0.25,70.68,197.01,58.85,1.78,5
1107,0.47,86.33,200.8,67.45,1.77,4
1108,0.35,32.28,208.24,57.16,1.83,0
1109,0.47,65.99,183.3,60.36,1.75,5
1110,0.3,91.93,211.03,66.65,1.71,1
1111,0.36,56.45,210.67,59.97,1.84,0
1112,0.36,44.63,191.96,60.27,1.84,2
1113,0.12,39.14,196.82,70.77,1.79,1
1114,0.16,80.83,205.73,53.96,1.8,2
1115,0.15,37.8,211.4,65.54,1.76,3
1116,0.18,79.46,197.32,63.92,1.7,2
1117,0.49,72.07,197.18,56.92,1.76,5
1118,0.37,77.36,180.57,60.1,1.83,3
1119,0.39,95.02,216.49,47.78,1.73,5
1120,0.47,54.26,190.73,60.85,1.71,5
1121,0.17,54.66,209.2,54.35,1.72,1
1122,0.4,83.08,215.64,64.29,1.73,5
1123,0.31,46.21,203.96,61.27,1.75,4
1124,0.25,60.33,193.48,69.65,1.75,2
1125,0.4,94.17,203.49,59.26,1.7,5
1126,0.42,54.67,208.62,59.53,1.75,0
1127,0.34,59.17,188.74,63.52,1.86,4
1128,0.37,92.97,190.52,61.83,1.72,2
1129,0.44,35.16,196.59,59.35,1.73,1
1130,0.24,81.91,199.84,62.27,1.73,0
1131,0.43,95.22,192.95,68.11,1.75,1
1132,0.29,60.9,192.45,58.27,1.75,3
1133,0.47,80.57,201.33,55.36,1.72,1
1134,0.39,76.46,183.25,52.9,1.71,0
1135,0.35,85.26,190.53,70.84,1.83,1
1136,0.49,99.26,211.83,68.63,1.8,0
1137,0.3,85.25,195.83,57.18,1.75,4
1138,0.19,86.27,190.2,55.12,1.7,0
1139,0.31,73.29,201.15,56.41,1.76,4
1140,0.25,78.72,192.99,49.84,1.78,3
1141,0.49,71.13,204.17,60.85,1.72,5
1142,0.17,84.51,214.75,67.39,1.69,4
1143,0.35,93.24,201.69,51.86,1.78,1
1144,0.32,71.9,200.13,59.09,1.66,3
1145,0.15,40.28,191.58,55.38,1.68,0
1146,0.38,90.51,182.81,63.82,1.74,5
1147,0.33,77.44,200.9,53.4,1.66,4
1148,0.27,59.11,200.43,62.92,1.72,1
1149,0.48,36.97,202.21,64.44,1.83,4
1150,0.14,82.68,188.2,54.24,1.64,0
1151,0.35,40.35,194.77,55.76,1.71,1
1152,0.22,81.25,198.32,61.39,1.69,3
