machineID,spindle_speed [RPM],feed_rate [mm/min],tool_temperature [°C],vibration_level [m/s²],power_consumption [kW],tool_wear [min],failure_type
463,1156.08,158.53,92591.52,1.65,4.78,0.0,3
464,1218.13,245.71,92789.36,1.77,5.03,0.0,5
465,1149.72,168.48,92993.17,1.78,5.04,0.0,0
466,1441.25,268.32,93188.21,1.69,5.57,0.0,3
467,1103.95,230.41,93388.11,1.27,4.18,0.0,1
468,1120.69,158.6,93578.77,1.33,5.34,0.0,0
469,971.14,127.31,93785.42,0.88,5.45,0.0,5
470,1225.15,132.67,93983.99,1.73,5.39,0.0,1
471,998.36,255.54,94186.02,1.29,5.66,0.0,3
472,1146.05,120.26,94382.61,1.58,5.02,0.0,1
473,1172.43,129.16,94580.05,1.03,6.25,0.0,1
474,1129.03,218.26,94770.58,1.01,3.93,0.0,5
475,1373.89,125.3,94970.19,1.19,4.05,0.0,4
476,1299.44,110.68,95167.89,1.62,5.67,0.0,3
477,1331.91,138.81,95375.09,1.69,5.24,0.0,4
478,1111.76,158.32,95579.85,1.27,4.99,0.0,0
479,1312.86,180.28,95775.31,1.81,4.94,0.0,1
480,1249.6,238.9,95972.5,1.5,4.49,0.0,1
481,1277.14,251.6,96166.86,1.4,4.81,0.0,4
482,1302.94,225.43,96371.98,1.37,5.21,0.0,1
483,1109.12,204.17,96565.22,1.94,4.46,0.0,5
484,1157.57,112.91,96766.92,1.46,4.39,0.0,4
485,1286.26,191.11,96970.47,1.27,4.71,0.0,1
486,934.44,121.24,97168.13,1.76,4.6,0.0,2
487,1351.33,266.33,97359.91,1.33,4.46,0.0,0
488,1255.31,158.51,97563.96,1.3,4.94,0.0,4
489,1195.43,180.74,97772.55,1.52,5.36,0.0,3
490,1222.05,111.66,97972.27,1.76,5.1,0.0,5
491,1097.01,184.43,98174.21,1.42,5.03,0.0,0
492,1165.01,228.97,98368.17,1.26,4.9,0.0,3
493,1310.03,199.38,98568.08,1.18,4.43,0.0,3
494,1329.8,264.65,98774.45,1.12,5.25,0.0,1
495,1469.62,179.51,98962.64,1.71,4.27,0.0,0
496,1192.61,289.86,99162.18,1.59,5.08,0.0,1
497,1134.14,265.59,99359.13,1.61,5.26,0.0,3
498,1148.58,257.43,99566.31,1.26,5.69,0.0,2
499,1098.2,130.68,99764.85,1.25,5.16,0.0,4
500,1192.21,148.09,99966.12,1.57,4.1,0.0,2
501,1238.27,169.93,100173.47,1.36,4.18,0.0,2
502,1196.58,136.11,100373.3,1.61,5.4,0.0,4
503,1309.63,114.95,100580.07,1.22,4.82,0.0,1
504,1176.58,105.17,100780.36,1.45,4.54,0.0,0
505,1165.25,182.51,100983.92,1.46,5.31,0.0,1
506,1141.87,107.57,101190.44,1.37,4.06,0.0,1
507,1036.74,134.98,101389.1,1.08,4.44,0.0,5
508,1043.22,284.25,101587.16,1.71,6.0,0.0,3
509,1082.08,199.71,101793.33,1.45,5.49,0.0,3
510,1330.14,120.67,101987.45,1.69,4.88,0.0,5
511,1289.53,277.3,102179.58,1.56,4.73,0.0,3
512,1337.5,137.14,102380.58,1.49,5.97,0.0,1
513,1066.78,199.0,102588.86,1.63,5.01,0.0,2
514,1003.14,268.57,102795.84,1.35,4.32,0.0,4
515,1133.99,297.6,102997.06,1.53,5.89,0.0,1
516,1217.58,125.3,103200.49,1.55,5.38,0.0,3
517,1249.87,239.68,103392.79,1.22,4.37,0.0,0
518,1304.8,115.41,103582.29,1.19,4.77,0.0,2
519,1228.43,216.14,103777.85,1.04,4.19,0.0,5
520,1374.27,254.22,103983.29,1.74,4.97,0.0,2
521,1177.74,167.5,104178.82,1.65,5.3,0.0,0
522,1108.69,221.36,104366.91,1.18,4.54,0.0,0
523,1031.88,164.71,104565.75,1.64,4.38,0.0,2
524,1111.1,162.13,104768.62,1.62,5.31,0.0,0
525,1224.21,166.49,104974.55,1.19,4.92,0.0,2
526,1111.13,229.72,105185.04,1.43,5.02,0.0,5
527,1293.67,223.58,105379.97,1.85,4.87,0.0,2
528,1341.23,282.56,105578.61,1.41,5.34,0.0,4
529,963.04,263.88,105784.31,1.63,5.17,0.0,1
530,1286.41,216.16,105982.72,1.64,5.74,0.0,2
531,976.04,223.22,106174.27,1.58,5.3,0.0,1
532,1240.15,210.51,106369.72,1.84,5.55,0.0,3
533,1322.49,235.53,106564.73,1.38,3.81,0.0,1
534,1206.49,184.9,106766.21,1.54,5.31,0.0,3
535,1072.03,293.0,106968.58,1.77,4.67,0.0,1
536,1141.46,102.47,107166.61,1.53,5.11,0.0,2
537,1173.84,130.64,107371.44,1.72,5.11,0.0,4
538,1181.78,137.35,107572.29,1.77,5.06,0.0,5
539,1179.71,129.51,107769.93,1.24,5.54,0.0,4
540,1189.01,218.26,107970.33,1.52,4.22,0.0,3
541,1221.35,103.72,108164.27,1.58,5.11,0.0,4
542,1079.14,120.4,108359.41,1.87,4.8,0.0,0
543,1175.8,125.7,108551.96,1.64,5.42,0.0,5
544,1351.83,261.22,108754.7,1.34,4.7,0.0,3
545,1161.54,268.52,108948.07,1.65,5.86,0.0,5
546,1155.62,232.18,109148.58,1.72,5.35,0.0,1
547,1307.82,178.48,109350.2,1.36,5.89,0.0,2
548,944.08,248.39,109549.74,1.36,5.12,0.0,5
549,1318.14,270.08,109745.81,1.65,5.59,0.0,0
550,1136.81,174.41,109943.76,1.53,5.47,0.0,2
551,1216.39,234.83,110144.43,1.8,4.72,0.0,4
552,1209.63,238.73,110341.37,1.2,5.43,0.0,3
553,1294.25,175.97,110538.96,1.49,5.2,0.0,5
554,1173.24,107.12,110738.91,1.72,5.03,0.0,3
555,1132.2,196.52,110935.75,1.65,4.54,0.0,1
556,1329.78,176.54,111132.53,1.83,5.15,0.0,0
557,963.58,282.12,111337.32,1.52,4.78,0.0,5
558,1202.03,114.69,111547.75,1.5,5.45,0.0,3
559,1065.21,297.03,111755.93,1.94,5.43,0.0,5
560,1123.84,237.99,111955.53,1.71,5.59,0.0,2
561,1401.13,282.57,112157.62,1.64,4.9,0.0,2
562,1195.54,142.74,112360.4,1.65,4.89,0.0,5
563,1219.51,231.99,112566.18,1.42,5.03,0.0,2
564,1021.84,138.31,112761.63,1.13,4.94,0.0,0
565,1127.1,251.85,112954.97,1.46,4.6,0.0,1
566,1219.66,105.8,113151.48,1.42,4.45,0.0,0
567,1235.48,184.03,113355.67,1.46,4.69,0.0,5
568,1261.69,160.28,113555.64,1.55,5.54,0.0,0
569,1200.86,254.71,113756.12,1.46,4.35,0.0,2
570,1252.7,283.54,113945.92,1.7,5.53,0.0,0
571,1245.38,104.61,114143.07,1.62,5.29,0.0,4
572,1017.03,267.91,114344.12,1.67,5.23,0.0,0
573,1203.7,130.82,114545.0,0.95,5.26,0.0,0
574,1276.79,231.9,114744.44,0.98,4.94,0.0,3
575,1258.99,231.17,114943.74,1.59,4.83,0.0,2
576,1163.61,234.97,115140.9,1.33,6.19,0.0,4
577,1119.44,238.57,115335.44,1.61,4.86,0.0,5
578,1088.17,284.35,115537.77,1.52,4.51,0.0,2
579,1186.89,162.4,115744.5,1.69,6.23,0.0,0
580,1313.31,187.42,115949.32,1.43,3.86,0.0,1
581,1004.82,222.33,116150.19,1.28,5.82,0.0,4
582,1134.01,199.6,116347.16,1.51,6.09,0.0,2
583,1086.02,187.05,116537.97,1.44,5.88,0.0,0
584,1278.5,278.92,116738.46,1.57,5.65,0.0,5
585,1144.57,260.65,116933.17,1.63,4.82,0.0,1
586,1152.94,201.85,117124.42,1.64,5.65,0.0,1
587,1178.31,163.24,117331.35,1.34,5.02,0.0,5
588,1244.54,247.06,117531.39,1.53,5.54,0.0,5
589,1160.76,269.53,117733.04,2.2,4.56,0.0,0
590,895.39,161.59,117931.88,1.32,5.67,0.0,5
591,1254.33,284.95,118129.71,1.42,5.33,0.0,2
592,1243.9,184.69,118327.72,1.28,5.2,0.0,3
593,1178.05,164.23,118523.83,1.32,5.01,0.0,0
594,1091.6,222.78,118729.62,1.38,5.7,0.0,1
595,1235.18,128.22,118925.68,1.07,4.56,0.0,5
596,1237.92,282.25,119119.08,1.4,5.6,0.0,4
597,1153.0,258.27,119321.73,1.59,4.9,0.0,1
598,1178.33,124.2,119519.2,1.53,4.84,0.0,3
599,1106.98,283.38,119711.2,1.51,4.95,0.0,5
600,1182.14,275.32,119914.42,1.66,5.32,0.0,5
601,1044.96,225.74,120108.86,1.81,5.22,0.0,3
602,1241.73,286.87,120314.02,1.58,5.41,0.0,3
603,1105.56,254.7,120514.15,1.73,5.2,0.0,2
604,1223.81,237.91,120711.49,1.03,5.4,0.0,2
605,1059.4,276.1,120907.94,1.55,4.79,0.0,5
606,1140.99,159.14,121113.51,1.38,5.24,0.0,1
607,1188.95,159.16,121315.14,1.63,4.43,0.0,1
608,1033.93,116.27,121517.3,1.48,5.18,0.0,4
609,1211.51,253.79,121717.83,1.52,4.21,0.0,3
610,1162.09,277.12,121922.82,1.74,4.43,0.0,3
611,1025.76,238.88,122114.97,1.62,5.19,0.0,3
612,1069.68,272.76,122319.52,1.48,4.99,0.0,0
613,1260.51,273.73,122518.58,1.73,5.06,0.0,1
614,1289.56,191.01,122718.94,1.25,3.76,0.0,3
615,1186.81,243.61,122918.08,1.67,5.55,0.0,5
616,1240.48,175.39,123111.6,1.38,4.86,0.0,1
617,1222.38,156.79,123312.41,1.33,5.57,0.0,3
618,1232.96,292.43,123517.18,1.3,5.23,0.0,2
619,1328.6,184.4,123721.41,1.45,6.03,0.0,5
620,1049.3,271.79,123926.53,1.74,4.69,0.0,4
621,1267.65,220.55,124130.69,1.71,5.13,0.0,5
622,1161.8,169.51,124331.77,1.39,5.01,0.0,3
623,1177.57,175.63,124525.97,1.55,5.62,0.0,1
624,1169.78,268.14,124729.07,1.49,5.69,0.0,3
625,1162.49,139.88,124933.03,1.23,5.42,0.0,4
626,1077.38,191.49,125127.31,1.63,4.8,0.0,2
627,1218.33,112.99,125326.53,1.74,6.19,0.0,4
628,1367.09,151.59,125527.56,1.25,4.43,0.0,0
629,1194.39,127.28,125727.21,1.43,4.62,0.0,3
630,1199.86,168.54,125935.05,1.03,5.47,0.0,5
631,1131.27,243.13,126131.85,1.48,4.79,0.0,3
632,1188.25,175.38,126334.85,1.23,4.94,0.0,5
633,1246.62,191.79,126536.26,1.49,5.39,0.0,1
634,1162.98,194.72,126741.11,1.59,5.92,0.0,4
635,1154.62,220.85,126948.1,1.55,5.16,0.0,4
636,1240.33,132.44,127143.42,1.17,5.17,0.0,1
637,1108.2,116.55,127338.12,1.37,5.25,0.0,0
638,1225.25,289.38,127541.58,1.71,4.98,0.0,5
639,1282.03,157.65,127741.71,1.62,5.61,0.0,0
640,1335.99,252.33,127944.54,1.53,5.3,0.0,3
641,1190.96,206.78,128134.73,1.59,4.84,0.0,5
642,1336.76,236.89,128330.89,1.27,4.23,0.0,4
643,1303.44,109.2,128532.71,1.37,4.07,0.0,4
644,1100.38,236.2,128736.7,1.4,5.37,0.0,1
645,1078.21,268.77,128936.44,1.55,5.0,0.0,0
646,1169.5,252.63,129136.79,1.37,4.83,0.0,2
647,1302.89,209.41,129340.48,1.45,5.33,0.0,2
648,1192.77,107.42,129541.79,1.51,5.4,0.0,2
649,1139.93,198.68,129733.81,1.47,4.88,0.0,4
650,1355.22,154.21,129935.54,2.03,4.9,0.0,5
651,1228.69,212.36,130131.77,1.36,5.6,0.0,0
652,967.94,215.73,130325.17,1.72,5.05,0.0,0
653,1231.72,179.16,130527.74,1.61,5.55,0.0,5
654,1252.0,250.63,130731.12,1.51,4.85,0.0,3
655,1222.56,169.77,130935.33,1.38,4.93,0.0,1
656,1244.97,145.92,131144.26,1.84,5.26,0.0,4
657,1193.27,225.41,131346.77,1.47,4.11,0.0,4
658,1068.16,118.85,131549.91,1.27,5.4,0.0,5
659,1162.93,162.42,131749.78,1.64,4.88,0.0,0
660,1105.44,180.13,131950.21,1.47,4.43,0.0,5
661,1106.73,115.13,132149.64,1.56,3.45,0.0,1
662,1073.69,118.35,132344.68,1.13,5.13,0.0,5
663,1245.25,208.97,132551.66,1.6,5.05,0.0,0
664,1209.79,242.46,132754.32,1.57,4.61,0.0,4
665,1155.18,280.05,132954.76,1.61,4.45,0.0,5
666,1135.07,277.8,133160.88,1.59,4.93,0.0,3
667,1197.66,178.33,133357.65,1.62,4.3,0.0,2
668,1307.92,223.53,133560.72,1.49,4.99,0.0,3
669,999.58,122.46,133759.25,1.29,5.11,0.0,1
670,1237.69,117.79,133955.41,1.69,5.27,0.0,5
671,1145.43,152.21,134145.43,1.47,5.42,0.0,0
672,1011.54,233.52,134345.44,1.68,4.89,0.0,4
673,1005.43,123.67,134543.29,1.26,5.1,0.0,5
674,1108.72,165.43,134741.46,1.38,5.34,0.0,5
675,1221.95,299.19,134940.29,1.34,4.86,0.0,1
676,1239.31,149.66,135139.39,1.62,5.39,0.0,0
677,1106.1,251.75,135351.31,1.63,4.85,0.0,2
678,1301.7,111.9,135551.45,1.25,4.82,0.0,5
679,1342.3,242.54,135750.04,1.34,5.48,0.0,2
680,1239.61,183.7,135950.12,1.65,4.13,0.0,5
681,1140.86,231.51,136148.79,1.31,4.4,0.0,4
682,1312.44,104.11,136349.81,1.5,4.95,0.0,0
683,1275.54,252.85,136547.88,1.43,6.17,0.0,3
684,1286.74,132.87,136742.09,1.27,4.64,0.0,0
685,1134.35,150.16,136950.33,0.96,5.1,0.0,5
686,916.54,242.9,137153.24,1.27,5.08,0.0,2
687,1411.68,221.53,137352.2,1.83,4.57,0.0,4
688,1038.91,150.88,137551.5,1.47,4.15,0.0,5
689,1196.42,268.74,137756.38,1.35,4.9,0.0,4
690,1438.07,111.31,137953.05,1.71,4.68,0.0,3
691,1233.06,141.54,138147.79,1.68,5.74,0.0,5
692,1294.92,135.82,138345.2,1.62,5.45,0.0,4
693,1049.76,108.69,138544.84,1.13,6.14,0.0,5
694,1022.23,219.73,138749.46,1.84,5.11,0.0,0
695,1146.73,295.31,138954.74,1.47,3.96,0.0,3
696,1309.07,278.48,139153.43,1.69,4.31,0.0,5
697,1165.38,232.21,139353.48,1.74,5.63,0.0,5
698,1120.54,148.27,139560.67,1.36,4.75,0.0,3
699,1219.8,251.45,139753.07,1.3,4.33,0.0,5
700,1308.19,285.46,139956.92,1.35,5.58,0.0,2
701,1055.51,234.72,140153.0,1.64,5.78,0.0,5
702,1078.95,251.08,140349.68,1.31,5.32,0.0,2
703,1121.13,258.56,140553.97,1.22,5.87,0.0,2
704,1309.46,226.04,140754.12,1.82,4.26,0.0,0
705,1223.48,194.43,140957.78,1.83,4.59,0.0,1
706,1413.22,204.65,141161.16,1.64,4.65,0.0,1
707,1293.64,285.66,141356.33,1.69,5.17,0.0,4
708,1196.49,295.66,141559.05,1.06,5.02,0.0,5
709,1326.51,268.37,141758.58,1.62,4.97,0.0,0
710,1221.15,171.41,141959.95,1.26,4.49,0.0,0
711,1129.51,209.27,142163.69,1.43,5.15,0.0,4
712,1268.0,113.84,142367.78,1.81,4.36,0.0,1
713,1130.37,147.55,142567.98,1.38,5.05,0.0,3
714,1170.96,271.37,142768.33,1.4,4.75,0.0,5
715,1332.78,109.88,142971.88,1.66,5.43,0.0,5
716,1189.87,222.8,143165.98,1.72,5.22,0.0,2
717,1119.69,215.69,143366.74,1.73,4.71,0.0,4
718,1153.57,104.98,143559.56,1.19,4.18,0.0,3
719,1302.18,127.24,143754.88,1.27,5.15,0.0,1
720,1144.75,218.05,143958.13,1.68,5.38,0.0,4
721,1161.31,207.48,144170.91,1.54,4.38,0.0,2
722,1148.97,106.07,144368.46,1.55,5.26,0.0,1
723,1218.39,203.21,144565.68,1.32,4.8,0.0,1
724,1161.45,104.35,144767.22,1.56,4.72,0.0,1
725,1039.82,158.21,144966.59,1.74,5.41,0.0,2
726,1111.28,149.04,145165.74,1.45,5.04,0.0,0
727,1106.72,115.06,145371.28,1.58,5.3,0.0,5
728,1324.33,234.74,145574.07,1.44,4.97,0.0,0
729,1281.27,185.79,145780.11,1.55,4.53,0.0,5
730,1258.73,149.47,145981.64,1.36,4.77,0.0,0
731,1149.46,153.76,146188.99,1.52,4.72,0.0,3
732,1118.42,282.08,146381.34,1.36,4.47,0.0,0
733,1149.25,210.04,146579.15,1.26,5.09,0.0,4
734,1094.81,150.74,146778.23,1.61,4.62,0.0,0
735,1449.72,202.59,146980.29,1.63,4.08,0.0,3
736,975.47,175.74,147180.25,1.71,4.84,0.0,2
737,1256.4,279.07,147373.07,1.57,4.64,0.0,2
738,1071.54,145.44,147588.1,1.22,4.87,0.0,3
739,1189.57,133.03,147797.82,1.44,5.12,0.0,0
740,1101.2,279.48,147995.16,1.39,5.41,0.0,4
741,1082.24,141.79,148199.0,1.47,4.82,0.0,3
742,1085.98,100.45,148398.15,1.6,4.94,0.0,0
743,1375.5,199.76,148595.68,1.59,6.12,0.0,3
744,1186.7,279.83,148790.65,1.31,4.68,0.0,4
745,1123.43,135.71,148988.98,1.28,5.29,0.0,5
746,1255.58,266.83,149190.06,1.18,5.09,0.0,3
747,1201.03,290.71,149400.35,1.82,4.35,0.0,4
748,1272.0,272.04,149605.54,1.78,4.98,0.0,5
749,1017.57,255.73,149800.95,1.74,4.72,0.0,4
750,1230.36,158.2,150001.63,1.76,5.5,0.0,0
751,1277.27,168.43,150194.25,1.37,4.94,0.0,3
752,1033.84,131.42,150395.31,1.48,4.95,0.0,3
753,1244.82,202.56,150592.17,1.17,4.69,0.0,1
754,1369.62,265.53,150794.48,1.38,4.7,0.0,2
755,1198.51,199.32,151000.67,1.53,5.29,0.0,2
756,1282.14,264.67,151194.22,1.38,5.44,0.0,5
757,1267.06,196.0,151391.83,1.72,4.7,0.0,3
758,1129.25,169.7,151591.59,1.11,4.91,0.0,5
759,1203.98,125.42,151784.72,1.61,5.04,0.0,5
760,1043.3,102.56,151986.51,1.59,4.83,0.0,1
761,1154.87,170.62,152185.53,1.61,5.79,0.0,3
762,1226.57,264.41,152379.59,1.36,5.19,0.0,3
763,1272.31,169.2,152577.66,1.71,5.0,0.0,0
764,1202.46,263.8,152775.63,1.3,4.44,0.0,1
765,1272.0,238.01,152971.43,1.48,4.56,0.0,3
766,1089.71,187.86,153170.25,1.68,5.16,0.0,3
767,1189.83,108.53,153367.63,1.3,4.96,0.0,4
768,1201.93,241.9,153563.23,1.64,6.04,0.0,1
769,1384.96,213.54,153752.01,1.18,5.16,0.0,0
770,1178.58,193.02,153951.41,1.62,4.26,0.0,5
771,1150.1,295.23,154146.88,1.49,4.82,0.0,5
772,1202.14,249.68,154347.7,1.55,4.96,0.0,3
773,1108.09,169.0,154547.07,1.52,5.69,0.0,5
774,1219.28,168.12,154744.77,1.37,4.84,0.0,0
775,1163.49,222.94,154943.87,1.45,4.81,0.0,4
776,1020.87,130.98,155135.96,1.43,5.51,0.0,1
777,1194.14,208.28,155339.74,1.8,4.19,0.0,0
778,1168.25,211.55,155537.98,1.95,5.38,0.0,0
779,1036.76,231.82,155735.47,1.72,5.08,0.0,1
780,1193.29,270.33,155933.03,1.52,4.71,0.0,2
781,1348.94,231.9,156134.19,1.56,3.97,0.0,5
782,1252.13,280.73,156330.09,1.36,4.36,0.0,3
783,1261.19,104.23,156525.72,1.6,4.77,0.0,3
784,1065.85,221.16,156717.38,1.64,5.59,0.0,3
785,1247.69,106.21,156924.21,1.32,5.63,0.0,5
786,1214.84,268.15,157131.13,1.4,4.6,0.0,2
787,1252.9,125.39,157330.46,1.59,4.69,0.0,0
788,1242.26,198.51,157533.66,1.51,5.13,0.0,0
789,1064.02,121.46,157725.4,1.74,6.07,0.0,3
790,1195.86,228.6,157929.72,1.74,5.35,0.0,4
791,1124.21,209.75,158126.37,1.54,5.41,0.0,1
792,1194.99,107.99,158330.69,1.64,5.81,0.0,4
793,1110.26,250.16,158525.78,1.4,5.01,0.0,4
794,1331.25,206.35,158730.72,1.33,5.09,0.0,3
795,1114.1,190.57,158924.41,1.34,4.66,0.0,0
796,1110.11,278.74,159125.48,1.24,4.89,0.0,4
797,1207.46,256.89,159318.0,1.28,4.13,0.0,2
798,1092.29,274.33,159515.22,1.08,4.45,0.0,2
799,1157.53,140.84,159704.62,1.55,4.72,0.0,2
800,1117.0,198.19,159891.59,1.47,5.57,0.0,3
801,1341.12,173.77,160095.6,1.54,4.91,0.0,1
802,1278.58,163.7,160296.65,1.64,4.46,0.0,4
803,1194.25,160.38,160500.97,1.45,5.95,0.0,5
804,1160.88,156.54,160695.65,1.51,5.24,0.0,2
805,1294.09,221.62,160886.8,1.67,5.62,0.0,3
806,1240.52,210.0,161087.67,2.0,4.64,0.0,3
807,1249.81,112.31,161281.15,1.64,5.37,0.0,5
808,1197.38,162.35,161485.44,1.62,4.26,0.0,4
809,1031.18,170.27,161685.11,1.88,5.42,0.0,1
810,1188.75,122.71,161889.17,1.45,4.7,0.0,1
811,1146.75,211.47,162085.16,1.91,4.28,0.0,5
812,1264.51,243.01,162283.98,1.63,4.35,0.0,0
813,1301.18,127.2,162483.0,1.54,5.15,0.0,4
814,1134.2,148.74,162682.13,1.38,4.53,0.0,3
815,1246.84,197.53,162877.25,1.76,3.77,0.0,1
816,1373.59,135.09,163075.04,1.73,5.62,0.0,4
817,1133.23,277.96,163275.97,1.86,4.57,0.0,1
818,1368.19,159.55,163477.17,1.53,5.64,0.0,4
819,1114.74,251.65,163679.92,1.35,5.43,0.0,0
820,1202.3,203.59,163877.7,1.45,4.54,0.0,2
821,1198.89,219.82,164080.3,1.46,5.0,0.0,5
822,1201.15,240.96,164281.95,1.41,4.46,0.0,2
823,1116.23,136.05,164480.59,1.72,5.06,0.0,2
824,1140.88,206.31,164679.94,1.5,4.2,0.0,0
825,1133.23,150.57,164878.16,1.74,5.16,0.0,3
826,1232.7,121.82,165071.95,1.39,4.72,0.0,4
827,1233.0,269.87,165269.87,1.58,5.11,0.0,0
828,1422.59,165.97,165467.27,1.61,5.06,0.0,3
829,1337.1,253.58,165662.2,1.63,5.67,0.0,1
830,1149.02,244.61,165862.64,1.73,5.59,0.0,5
831,1232.49,219.03,166067.7,1.49,5.34,0.0,2
832,1299.71,222.23,166271.38,1.6,5.76,0.0,0
833,1203.06,203.17,166467.07,1.69,5.55,0.0,3
834,1193.04,180.48,166662.55,1.46,4.7,0.0,4
835,1205.16,104.66,166861.72,1.33,5.22,0.0,4
836,1286.73,218.82,167059.57,1.54,4.8,0.0,2
837,1115.17,209.42,167263.92,1.38,4.66,0.0,5
838,1167.43,244.05,167464.97,1.58,4.88,0.0,2
839,1247.04,149.05,167673.76,1.73,4.8,0.0,4
840,1231.14,191.32,167866.51,1.76,4.51,0.0,1
841,1223.96,245.99,168068.21,1.91,5.63,0.0,3
842,1163.02,270.11,168269.84,1.54,5.83,0.0,5
843,1297.25,204.76,168462.93,1.71,5.02,0.0,0
844,1413.39,222.63,168657.77,1.75,4.3,0.0,5
845,1240.64,155.57,168860.74,1.57,5.07,0.0,2
846,1180.68,190.74,169062.43,1.79,5.01,0.0,3
847,1275.57,199.23,169258.68,1.71,5.33,0.0,4
848,1146.09,128.59,169461.61,1.69,4.85,0.0,3
849,1125.03,113.83,169665.02,1.36,5.09,0.0,2
850,1203.28,137.16,169869.62,1.57,5.07,0.0,1
851,941.72,266.89,170064.65,1.73,5.53,0.0,1
852,1084.6,195.92,170268.43,1.51,5.81,0.0,5
853,1165.2,123.75,170467.01,1.48,4.71,0.0,5
854,1064.66,291.54,170669.32,1.26,5.21,0.0,2
855,1096.74,127.3,170864.04,1.43,4.21,0.0,2
856,1156.33,216.15,171055.59,1.66,4.57,0.0,0
857,1035.7,207.87,171267.07,1.66,5.54,0.0,5
858,1159.39,142.0,171468.01,1.19,5.06,0.0,1
859,1146.47,126.71,171665.67,1.82,5.56,0.0,2
860,1202.54,284.16,171857.09,1.17,5.53,0.0,0
861,1315.42,124.66,172056.77,1.69,5.91,0.0,2
862,1217.25,158.82,172251.91,1.4,4.87,0.0,1
863,1202.11,211.04,172456.43,1.53,5.32,0.0,4
864,1209.95,240.33,172651.27,1.5,5.33,0.0,5
865,1222.74,157.34,172854.78,1.51,6.06,0.0,1
866,1098.33,107.44,173041.81,1.35,5.18,0.0,5
867,1188.52,224.96,173246.48,1.3,4.81,0.0,1
868,1230.88,208.55,173446.28,1.85,6.06,0.0,2
869,1062.92,111.54,173645.86,1.45,4.39,0.0,5
870,1286.57,210.91,173856.79,1.44,4.83,0.0,1
871,1308.14,165.44,174060.85,1.34,5.59,0.0,1
872,1136.86,262.08,174260.05,1.25,5.24,0.0,3
873,1175.87,170.92,174453.65,1.46,4.99,0.0,4
874,1112.18,212.41,174640.99,1.67,4.95,0.0,4
875,1269.94,203.96,174836.07,1.68,5.15,0.0,2
876,1093.88,288.39,175034.23,1.32,5.84,0.0,5
877,1177.75,218.65,175241.57,1.56,5.35,0.0,3
878,1114.11,230.16,175428.53,1.13,5.81,0.0,2
879,1205.1,185.2,175629.24,1.57,4.54,0.0,3
880,1020.58,127.14,175834.88,1.47,4.77,0.0,1
881,1332.65,194.09,176033.31,1.66,4.61,0.0,1
882,1103.54,244.62,176234.79,1.78,5.05,0.0,4
883,1205.99,202.03,176429.79,1.4,5.86,0.0,5
884,1178.75,220.91,176631.71,1.36,5.73,0.0,3
885,1123.79,259.48,176827.44,1.33,4.52,0.0,5
886,1111.22,101.66,177028.08,1.44,5.03,0.0,0
887,1293.64,210.69,177232.51,1.52,4.13,0.0,0
888,1147.44,243.55,177449.12,1.5,4.88,0.0,5
889,1227.12,293.96,177648.9,1.62,4.98,0.0,3
890,1119.85,269.37,177847.7,1.18,4.32,0.0,3
891,1135.28,255.35,178039.03,1.78,5.34,0.0,0
892,1247.22,166.0,178233.07,1.46,4.57,0.0,2
893,1293.04,198.57,178433.27,1.66,5.62,0.0,5
894,1182.47,227.7,178634.83,1.67,4.06,0.0,2
895,1057.81,289.94,178842.41,1.68,4.9,0.0,5
896,1399.8,298.79,179043.27,1.72,5.26,0.0,5
897,1114.35,258.37,179245.31,1.07,4.6,0.0,0
898,1045.84,220.99,179444.3,1.67,5.33,0.0,1
899,1459.44,299.17,179652.06,1.68,4.69,0.0,4
900,1159.6,267.27,179849.66,1.28,5.51,0.0,2
901,1053.83,203.18,180058.14,1.31,5.64,0.0,3
902,1131.66,206.1,180265.37,1.33,5.33,0.0,3
903,1236.75,164.08,180466.48,1.21,5.28,0.0,4
904,1219.03,166.91,180659.66,1.47,5.68,0.0,2
905,1114.83,259.26,180861.92,1.46,4.36,0.0,0
906,1382.27,140.06,181061.18,1.74,5.1,0.0,5
907,1147.84,199.23,181254.27,1.61,5.05,0.0,5
908,1081.53,232.3,181455.74,1.51,5.04,0.0,5
909,1296.07,273.29,181648.33,0.57,4.73,0.0,0
910,1332.91,237.3,181848.56,1.48,5.14,0.0,4
911,1118.25,145.19,182048.9,1.68,5.69,0.0,0
912,1059.87,173.3,182253.23,1.69,5.24,0.0,1
913,1303.04,147.46,182450.77,1.18,4.41,0.0,0
914,995.27,192.1,182652.58,1.56,4.82,0.0,4
915,1077.34,106.96,182853.77,1.66,4.74,0.0,4
916,1296.74,190.38,183051.24,1.28,4.4,0.0,1
917,1194.46,121.72,183256.13,1.47,5.06,0.0,1
918,1173.61,221.22,183454.58,0.96,5.18,0.0,1
919,1235.28,263.08,183661.63,1.64,4.75,0.0,3
920,1184.72,272.82,183868.94,1.23,4.97,0.0,3
921,1070.13,287.19,184070.19,1.26,5.29,0.0,0
922,1327.61,294.86,184277.03,1.66,5.3,0.0,2
923,1332.5,109.13,184473.54,1.26,5.14,0.0,0
924,1220.53,280.51,184678.56,1.84,5.64,0.0,2
925,1204.51,208.3,184883.55,1.52,4.53,0.0,1
926,1433.96,262.24,185085.56,2.0,4.79,0.0,4
