machineID,spindle_speed [RPM],feed_rate [mm/rev],depth_of_cut [mm],tool_wear [mm],vibration_level [m/s²],cutting_force [N],failure_type
492,680.19,0.43,2.79,0.0,1.06,948.87,4
493,708.99,0.37,1.99,0.0,1.24,705.45,4
494,917.65,0.17,2.43,0.0,1.26,1114.94,4
495,829.92,0.12,1.7,0.0,1.09,705.43,2
496,867.93,0.12,2.93,0.0,1.25,1271.52,3
497,798.23,0.13,1.41,0.0,1.2,562.75,2
498,823.6,0.25,2.67,0.0,1.05,1099.51,1
499,849.4,0.41,1.65,0.0,1.2,700.76,1
500,954.63,0.35,2.85,0.0,1.25,1360.35,3
501,824.69,0.22,1.77,0.0,1.15,729.85,2
502,653.12,0.37,2.53,0.0,1.01,826.2,1
503,914.71,0.28,1.83,0.0,1.14,836.96,4
504,809.56,0.26,2.08,0.0,1.11,841.94,0
505,689.26,0.38,2.32,0.0,1.28,799.54,0
506,782.37,0.19,2.03,0.0,1.35,794.11,1
507,701.72,0.11,1.02,0.0,1.12,357.88,0
508,1008.67,0.48,1.07,0.0,1.09,539.64,3
509,765.54,0.38,1.28,0.0,1.05,489.95,4
510,599.79,0.17,2.34,0.0,1.4,701.75,0
511,830.32,0.23,1.98,0.0,1.19,822.02,2
512,717.01,0.37,2.38,0.0,1.12,853.24,5
513,928.88,0.16,2.88,0.0,1.35,1337.59,5
514,813.49,0.11,1.11,0.0,1.25,451.49,5
515,622.14,0.45,1.92,0.12,1.24,597.25,5
516,749.92,0.19,1.92,0.14,1.11,719.92,1
517,691.18,0.26,2.43,0.68,1.26,839.78,3
518,724.21,0.13,1.64,1.36,1.26,593.85,4
519,735.63,0.14,1.75,1.95,0.99,643.68,2
520,599.12,0.23,1.78,1.27,1.33,533.22,5
521,819.63,0.45,1.93,0.0,1.22,790.94,3
522,712.41,0.48,1.67,1.31,1.27,594.86,3
523,710.64,0.37,2.26,0.45,1.23,803.02,3
524,875.19,0.31,1.77,0.0,1.13,774.54,2
525,989.69,0.49,1.42,0.0,1.21,702.68,3
526,737.09,0.22,2.58,0.0,1.25,950.85,1
527,981.21,0.3,2.64,0.0,1.25,1295.2,5
528,594.37,0.13,1.58,0.0,1.33,469.55,5
529,856.27,0.3,2.75,0.0,0.98,1177.37,1
530,741.79,0.47,2.38,0.0,1.22,882.73,3
531,792.6,0.15,1.68,0.0,1.14,665.78,4
532,701.35,0.21,2.65,0.0,1.08,929.29,0
533,740.53,0.35,1.65,0.0,1.19,610.94,0
534,768.52,0.18,2.26,0.0,1.2,868.43,1
535,765.31,0.45,1.51,0.0,1.13,577.81,4
536,841.14,0.34,2.19,0.05,1.26,921.05,5
537,1032.64,0.26,2.38,0.0,1.24,1228.84,1
538,736.59,0.28,2.47,0.42,1.29,909.69,1
539,784.56,0.43,2.09,0.9,1.14,819.87,3
540,625.07,0.12,1.63,1.76,1.1,509.43,1
541,548.04,0.37,1.34,1.08,1.3,367.19,5
542,939.12,0.11,1.87,0.95,1.24,878.08,4
543,667.07,0.13,1.01,2.32,1.27,336.87,0
544,725.44,0.11,2.24,1.93,1.23,812.49,5
545,802.13,0.36,2.06,2.11,1.16,826.19,5
546,891.09,0.2,2.2,0.28,1.11,980.2,2
547,831.53,0.27,1.76,0.26,1.47,731.75,2
548,986.62,0.35,1.73,1.6,1.12,853.43,0
549,781.75,0.35,1.63,0.82,1.14,637.13,2
550,617.17,0.42,2.6,0.84,1.09,802.32,3
551,813.9,0.32,2.03,1.1,1.27,826.11,0
552,811.95,0.14,1.85,0.65,1.11,751.05,2
553,718.11,0.5,2.23,0.0,1.11,800.69,4
554,766.74,0.41,2.05,0.0,1.07,785.91,5
555,741.36,0.42,1.79,0.0,1.2,663.52,4
556,973.45,0.45,1.54,0.0,1.18,749.56,5
557,738.72,0.43,2.5,0.0,1.29,923.4,1
558,660.66,0.46,2.15,0.0,1.16,710.21,2
559,827.94,0.33,0.87,0.0,1.19,360.15,2
560,617.78,0.45,1.41,0.0,1.19,435.53,1
561,842.7,0.33,2.47,0.0,1.21,1040.73,4
562,840.7,0.17,1.48,0.0,1.29,622.12,5
563,715.57,0.13,2.2,0.0,1.08,787.13,0
564,744.02,0.18,1.8,0.0,1.31,669.62,4
565,739.95,0.1,1.68,0.0,1.23,621.56,3
566,961.49,0.47,2.31,0.0,1.24,1110.52,5
567,839.5,0.27,2.27,0.0,1.33,952.83,4
568,679.62,0.4,2.02,0.0,1.17,686.42,5
569,675.25,0.16,1.1,0.0,1.17,371.39,3
570,792.25,0.21,1.64,0.0,1.18,649.64,3
571,798.67,0.18,2.13,0.0,1.26,850.58,4
572,723.17,0.38,1.53,0.0,1.23,553.23,2
573,829.12,0.36,1.98,0.0,1.18,820.83,1
574,780.27,0.11,2.16,0.0,1.13,842.69,2
575,907.68,0.32,2.64,0.0,1.07,1198.14,3
576,843.74,0.11,0.98,0.0,1.29,413.43,4
577,790.68,0.45,1.63,0.0,1.08,644.4,2
578,813.56,0.44,1.78,0.0,1.12,724.07,2
579,711.73,0.37,2.12,0.0,1.02,754.43,3
580,888.47,0.25,2.45,0.0,1.27,1088.38,4
581,838.32,0.4,1.93,0.0,1.31,808.98,3
582,758.3,0.49,2.27,0.0,1.09,860.67,2
583,811.78,0.39,2.47,0.0,1.3,1002.55,4
584,746.33,0.42,2.43,0.0,1.13,906.79,5
585,1048.72,0.34,1.92,0.0,1.37,1006.77,1
586,754.86,0.48,1.74,0.0,1.17,656.73,3
587,851.88,0.41,2.65,0.0,1.21,1128.74,4
588,836.44,0.31,1.84,0.0,1.39,769.52,1
589,720.17,0.2,2.16,0.0,1.1,777.78,3
590,800.57,0.43,1.99,0.0,1.14,796.57,1
591,767.91,0.36,1.88,0.0,1.28,721.84,2
592,824.95,0.18,1.99,0.0,1.33,820.83,0
593,825.63,0.11,1.75,0.0,1.36,722.43,1
594,876.76,0.19,2.3,0.0,1.37,1008.27,4
595,878.3,0.12,2.24,0.0,1.22,983.7,0
596,759.29,0.23,2.28,0.0,1.25,865.59,2
597,747.51,0.3,1.92,0.0,1.17,717.61,1
598,741.02,0.37,0.95,0.0,1.28,351.98,0
599,713.75,0.47,2.13,0.0,1.21,760.14,3
600,625.71,0.47,1.87,0.0,1.17,585.04,1
601,860.37,0.35,2.15,0.0,1.26,924.9,5
602,792.04,0.33,2.27,1.16,1.24,898.97,2
603,778.87,0.38,2.65,0.28,1.17,1032.0,5
604,634.23,0.44,1.48,0.36,1.25,469.33,5
605,649.9,0.39,2.18,0.0,1.2,708.39,0
606,548.46,0.13,2.08,0.0,1.21,570.4,1
607,789.7,0.11,2.62,0.0,1.23,1034.51,4
608,866.92,0.35,3.14,0.0,1.29,1361.06,2
609,859.43,0.36,2.11,0.0,1.36,906.7,4
610,792.19,0.15,1.57,0.0,1.06,621.87,3
611,692.13,0.36,1.28,0.0,0.99,442.96,3
612,799.1,0.5,1.9,0.0,1.27,759.14,1
613,800.24,0.3,2.14,0.0,1.25,856.26,2
614,870.58,0.21,2.13,0.0,1.46,927.17,3
615,876.59,0.3,1.68,0.0,1.21,736.34,3
616,773.38,0.13,0.52,0.0,1.23,201.08,4
617,796.53,0.23,2.5,0.0,1.08,995.66,0
618,869.62,0.2,1.44,0.0,1.17,626.13,5
619,845.72,0.37,2.6,0.0,1.14,1099.44,0
620,782.93,0.31,1.81,0.0,1.14,708.55,3
621,583.14,0.22,1.9,0.0,1.1,553.98,2
622,733.48,0.42,2.17,0.0,0.96,795.83,2
623,883.87,0.25,1.96,0.0,1.1,866.19,2
624,814.98,0.28,1.92,0.0,0.98,782.38,5
625,895.32,0.34,1.72,0.0,1.04,769.98,1
626,765.48,0.21,1.48,0.0,1.17,566.46,1
627,808.03,0.27,2.47,0.0,1.11,997.92,2
628,879.35,0.43,1.31,0.0,1.16,575.97,4
629,868.78,0.38,1.88,0.0,1.11,816.65,3
630,839.17,0.12,2.03,0.0,1.22,851.76,4
631,908.89,0.49,1.74,0.0,1.1,790.73,2
632,933.53,0.34,1.11,0.0,1.15,518.11,4
633,939.03,0.34,2.06,0.0,1.39,967.2,5
634,634.83,0.17,1.65,0.0,1.17,523.73,3
635,751.37,0.16,2.05,0.0,1.18,770.15,5
636,767.14,0.16,1.55,0.0,1.34,594.53,1
637,763.54,0.36,1.53,0.0,1.26,584.11,3
638,636.24,0.36,1.62,0.0,1.16,515.35,5
639,930.11,0.39,1.47,0.0,1.12,683.63,0
640,699.87,0.13,2.33,0.0,1.25,815.35,0
641,809.95,0.17,2.12,0.0,1.11,858.55,0
642,559.58,0.24,2.18,0.0,1.33,609.94,4
643,749.29,0.47,1.25,0.0,1.18,468.31,4
644,774.2,0.4,2.19,0.0,1.15,847.75,1
645,706.41,0.33,1.32,0.0,1.23,466.23,2
646,873.54,0.21,2.4,0.0,1.36,1048.25,3
647,1038.05,0.3,1.23,0.0,1.3,638.4,1
648,712.44,0.37,2.42,0.0,1.22,862.05,5
649,713.48,0.17,2.95,0.0,1.12,1052.38,1
650,975.18,0.12,1.76,0.0,1.15,858.16,2
651,856.2,0.33,2.64,0.0,1.23,1130.18,3
652,768.39,0.43,1.13,0.0,1.36,434.14,1
653,672.04,0.13,2.26,0.0,1.08,759.41,4
654,873.27,0.36,2.83,0.0,1.09,1235.68,5
655,821.32,0.48,2.18,0.0,1.36,895.24,0
656,955.25,0.37,2.1,0.0,1.21,1003.01,5
657,712.9,0.18,1.68,0.0,1.22,598.84,2
658,782.64,0.24,1.94,0.0,1.28,759.16,3
659,769.21,0.19,1.65,0.33,1.12,634.6,2
660,778.32,0.44,2.24,0.0,1.26,871.72,5
661,905.76,0.4,1.78,1.0,1.33,806.13,4
662,884.24,0.47,1.48,0.97,1.06,654.34,2
663,735.96,0.45,2.05,0.0,1.24,754.36,5
664,790.77,0.32,2.1,0.0,1.22,830.31,4
665,776.92,0.47,2.25,0.0,1.22,874.04,3
666,888.91,0.47,2.2,0.0,1.26,977.8,1
667,782.38,0.19,1.98,0.0,1.37,774.56,5
668,688.2,0.43,2.63,0.0,1.02,904.98,4
669,765.47,0.43,2.24,0.0,1.3,857.33,1
670,795.22,0.39,2.43,0.0,1.07,966.19,4
671,891.72,0.31,0.86,0.0,1.11,383.44,0
672,927.58,0.13,2.14,0.0,1.27,992.51,1
673,929.08,0.32,2.12,0.0,1.31,984.82,4
674,836.41,0.11,1.46,0.0,1.21,610.58,1
675,748.21,0.48,1.77,0.0,1.28,662.17,5
676,858.13,0.25,2.46,0.0,1.2,1055.5,3
677,780.91,0.35,1.48,0.0,1.24,577.87,0
678,737.47,0.39,1.43,0.0,1.29,527.29,4
679,828.93,0.45,2.46,0.0,1.16,1019.58,2
680,840.03,0.12,1.92,0.0,1.27,806.43,0
681,886.35,0.35,2.06,0.0,1.07,912.94,4
682,709.51,0.45,2.3,0.0,1.15,815.94,4
683,632.64,0.14,1.91,0.0,1.33,604.17,0
684,849.92,0.18,1.35,0.0,1.32,573.7,1
685,702.87,0.33,1.7,0.0,1.24,597.44,3
686,899.02,0.43,1.65,0.0,1.05,741.69,5
687,689.16,0.17,1.18,0.0,1.21,406.6,3
688,740.99,0.2,1.73,0.0,1.09,640.96,0
689,618.17,0.11,1.72,0.0,1.17,531.63,2
690,1003.66,0.44,2.32,0.0,1.16,1164.25,5
691,752.92,0.25,2.11,0.0,1.17,794.33,1
692,790.4,0.26,2.28,0.0,1.28,901.06,5
693,745.99,0.45,1.0,0.0,1.33,373.0,0
694,774.55,0.22,2.17,0.0,1.19,840.39,2
695,881.37,0.41,2.18,0.0,1.27,960.69,4
696,808.81,0.5,1.57,0.0,1.29,634.92,2
697,797.11,0.16,2.09,0.0,1.24,832.98,4
698,917.27,0.23,2.47,0.0,1.23,1132.83,0
699,662.96,0.25,3.02,0.0,1.25,1001.07,0
700,911.35,0.1,1.72,0.0,1.23,783.76,5
701,957.69,0.25,1.6,0.0,1.31,766.15,3
702,659.33,0.18,1.47,0.0,1.27,484.61,4
703,825.29,0.38,2.64,0.0,1.2,1089.38,5
704,669.46,0.3,1.52,0.0,1.21,508.79,3
705,587.01,0.5,2.33,0.0,1.16,683.87,0
706,713.29,0.45,1.15,0.0,1.19,410.14,0
707,850.54,0.27,2.97,0.0,1.2,1263.05,1
708,873.87,0.45,2.17,0.0,1.26,948.15,1
709,761.34,0.35,2.1,0.0,1.31,799.41,2
710,711.54,0.25,2.16,0.0,1.1,768.46,1
711,754.27,0.3,2.12,0.0,1.19,799.53,5
712,726.44,0.2,1.64,0.0,1.19,595.68,5
713,735.08,0.37,1.53,0.0,1.27,562.34,4
714,557.17,0.48,2.29,0.0,1.15,637.96,4
715,774.29,0.48,1.54,0.0,1.12,596.2,4
716,786.3,0.38,2.22,0.0,1.13,872.79,0
717,1016.25,0.2,1.82,0.0,1.13,924.79,0
718,865.76,0.44,1.84,0.0,1.27,796.5,0
719,783.97,0.44,1.79,0.0,1.34,701.65,0
720,805.3,0.24,2.29,0.0,1.27,922.07,5
721,830.84,0.4,2.81,0.0,1.25,1167.33,2
722,727.77,0.44,1.94,0.0,1.11,705.94,1
723,589.64,0.23,2.08,0.0,1.15,613.23,1
724,724.86,0.45,2.03,0.0,1.06,735.73,5
725,775.19,0.18,1.17,0.0,1.14,453.49,4
726,809.36,0.27,2.33,0.0,1.17,942.9,2
727,726.04,0.15,1.32,0.0,1.3,479.19,2
728,705.42,0.45,1.31,0.0,1.12,462.05,4
729,771.23,0.31,2.12,0.0,1.22,817.5,1
730,803.01,0.35,1.88,0.0,1.25,754.83,2
731,854.73,0.37,1.76,0.0,1.16,752.16,0
732,773.37,0.5,2.42,0.0,1.13,935.78,2
733,841.41,0.33,3.31,0.0,1.17,1392.53,2
734,697.7,0.18,1.69,0.0,1.22,589.56,2
735,878.95,0.21,1.92,0.0,1.2,843.79,4
736,791.93,0.21,1.34,0.0,1.15,530.59,0
737,661.28,0.4,2.52,0.0,1.29,833.21,2
738,772.33,0.41,2.01,0.0,1.31,776.19,4
739,808.28,0.39,1.19,0.0,1.24,480.93,3
740,691.26,0.31,1.78,0.0,1.13,615.22,4
741,870.2,0.17,0.81,0.0,1.27,352.43,0
742,764.39,0.42,2.06,0.0,1.16,787.32,3
743,843.2,0.25,2.07,0.0,1.21,872.71,5
744,698.21,0.17,2.55,0.0,1.19,890.22,4
745,828.77,0.36,2.41,0.0,1.22,998.67,5
746,870.45,0.13,2.04,0.0,1.15,887.86,1
747,753.71,0.15,2.71,0.0,1.16,1021.28,2
748,778.55,0.4,2.09,0.0,1.14,813.58,1
749,740.7,0.42,2.42,0.0,1.23,896.25,5
750,831.16,0.4,1.09,0.0,1.26,452.98,2
751,801.0,0.41,0.86,0.0,1.07,344.43,1
752,847.88,0.15,2.58,0.0,1.2,1093.77,3
753,791.97,0.16,1.82,0.0,1.16,720.69,5
754,670.78,0.32,1.73,0.0,1.04,580.22,1
755,666.66,0.13,1.74,0.0,1.05,579.99,4
756,753.02,0.15,1.46,0.0,1.17,549.7,5
757,844.02,0.12,1.4,0.0,1.12,590.81,1
758,1024.27,0.49,3.96,0.0,1.22,2028.05,5
759,884.88,0.17,2.01,0.0,1.19,889.3,4
760,736.67,0.37,2.38,0.0,1.1,876.64,4
761,595.41,0.16,2.49,0.0,1.19,741.29,0
762,849.45,0.18,2.22,0.0,1.11,942.89,0
763,799.8,0.35,1.61,0.0,1.27,643.84,4
764,676.83,0.36,1.52,0.0,1.22,514.39,4
765,887.57,0.31,2.22,0.0,1.12,985.2,4
766,798.92,0.13,2.38,0.0,1.19,950.71,3
767,756.97,0.34,1.81,0.0,1.21,685.06,2
768,604.97,0.24,2.0,0.0,1.14,604.97,0
769,894.91,0.48,1.47,0.0,1.2,657.76,4
770,805.09,0.2,2.03,0.0,1.22,817.17,1
771,773.4,0.26,2.33,0.0,1.15,901.01,5
772,702.11,0.14,2.17,0.0,1.29,761.79,1
773,761.62,0.43,2.93,0.0,1.29,1115.77,4
774,922.19,0.27,1.88,0.0,1.12,866.86,2
775,850.72,0.44,2.43,0.0,1.21,1033.62,2
776,998.98,0.21,1.32,0.0,1.09,659.33,1
777,904.84,0.16,2.42,0.0,1.16,1094.86,3
778,833.28,0.32,1.96,0.0,1.29,816.61,3
779,888.44,0.23,0.71,0.0,1.22,315.4,3
780,814.89,0.36,2.19,0.0,1.2,892.3,4
781,653.73,0.29,2.23,0.0,1.13,728.91,3
782,738.32,0.45,3.01,0.0,1.28,1111.17,0
783,832.13,0.48,2.19,0.0,1.3,911.18,4
784,705.36,0.39,1.94,0.0,1.27,684.2,3
785,746.99,0.12,1.65,0.0,1.22,616.27,4
786,674.08,0.27,1.81,0.0,1.19,610.04,4
787,967.75,0.17,1.55,0.0,1.1,750.01,4
788,666.88,0.37,1.44,0.0,1.17,480.15,1
789,694.71,0.14,2.2,0.0,1.18,764.18,5
790,710.1,0.42,1.99,0.0,1.06,706.55,1
791,896.11,0.34,1.94,0.0,1.19,869.23,1
792,911.65,0.26,2.53,0.0,1.15,1153.24,0
793,743.49,0.34,1.67,0.0,1.3,620.81,2
794,856.51,0.2,2.33,0.0,1.13,997.83,5
795,709.66,0.3,1.85,0.0,1.23,656.44,2
796,799.24,0.23,1.89,0.0,1.32,755.28,4
797,1060.37,0.41,2.81,0.0,1.25,1489.82,0
798,893.59,0.42,1.88,0.0,1.1,839.97,5
799,794.91,0.2,2.23,0.0,1.24,886.32,3
800,666.56,0.38,2.58,0.0,1.05,859.86,4
801,769.2,0.45,2.1,0.0,1.06,807.66,2
802,667.11,0.25,1.02,0.0,1.25,340.23,5
803,580.7,0.49,1.75,0.0,1.26,508.11,2
804,859.95,0.18,1.81,0.0,1.22,778.25,0
805,857.63,0.44,1.61,0.0,1.11,690.39,5
806,819.39,0.44,2.44,0.0,1.1,999.66,5
807,899.35,0.18,1.3,0.0,1.33,584.58,0
808,632.24,0.11,1.71,0.0,1.26,540.57,3
809,939.21,0.44,1.19,0.0,1.26,558.83,4
810,691.12,0.49,2.48,0.0,1.16,856.99,2
811,837.43,0.43,2.18,0.0,1.33,912.8,3
812,845.14,0.19,1.97,0.0,1.22,832.46,5
813,907.44,0.14,2.1,0.0,1.39,952.81,5
814,999.61,0.29,1.69,0.0,1.14,844.67,1
815,834.54,0.19,2.4,0.0,1.13,1001.45,5
816,761.72,0.31,1.24,0.0,1.1,472.27,5
817,688.67,0.37,1.33,0.0,0.98,457.97,2
818,825.8,0.4,1.33,0.0,1.17,549.16,1
819,715.16,0.41,2.37,0.0,1.18,847.46,0
820,664.15,0.33,1.44,0.0,1.3,478.19,1
821,779.72,0.47,2.3,0.0,1.14,896.68,2
822,867.11,0.19,2.66,0.0,1.17,1153.26,4
823,769.0,0.38,2.23,0.0,1.26,857.44,5
824,694.67,0.16,1.44,0.0,1.13,500.16,4
825,814.16,0.25,2.16,0.0,1.23,879.29,0
826,675.59,0.44,1.36,0.0,1.22,459.4,4
827,648.16,0.34,2.0,0.0,1.21,648.16,4
828,945.9,0.34,1.51,0.0,1.09,714.15,4
829,824.29,0.33,1.93,0.0,1.14,795.44,0
830,998.02,0.4,2.75,0.0,1.3,1372.28,3
831,652.54,0.3,1.92,0.0,1.03,626.44,5
832,903.69,0.11,1.68,0.0,1.14,759.1,2
833,782.31,0.46,2.57,0.0,1.16,1005.27,1
834,1067.96,0.16,2.08,0.0,1.25,1110.68,5
835,778.46,0.46,2.23,0.0,1.01,867.98,2
836,755.55,0.46,1.62,0.0,1.35,612.0,5
837,842.38,0.18,2.09,0.0,1.29,880.29,4
838,818.9,0.16,2.03,0.0,1.22,831.18,5
839,754.09,0.47,2.7,0.0,1.28,1018.02,1
840,891.17,0.36,2.16,0.0,1.35,962.46,5
841,869.02,0.43,1.45,0.0,1.0,630.04,1
842,888.57,0.47,1.7,0.0,1.12,755.28,3
843,840.04,0.44,2.01,0.0,1.18,844.24,1
844,729.03,0.19,2.23,0.0,1.0,812.87,4
845,729.97,0.17,2.23,0.0,1.08,813.92,4
846,859.3,0.22,0.88,0.0,1.21,378.09,2
847,706.09,0.13,1.83,0.0,1.17,646.07,2
848,969.8,0.17,1.8,0.0,1.22,872.82,3
849,803.25,0.33,1.77,0.0,1.38,710.88,4
850,720.58,0.16,1.98,0.0,1.18,713.37,4
851,903.76,0.19,1.64,0.0,1.21,741.08,0
852,797.98,0.16,2.04,0.0,1.19,813.94,1
853,919.72,0.37,2.16,0.0,1.29,993.3,1
854,821.18,0.46,1.93,0.0,1.4,792.44,4
855,976.83,0.28,1.64,0.0,1.27,801.0,5
856,761.65,0.33,2.7,0.0,1.32,1028.23,3
857,581.58,0.32,1.97,0.0,1.16,572.86,1
858,648.38,0.23,2.32,0.0,1.01,752.12,1
859,636.61,0.28,2.41,0.0,1.18,767.12,3
860,858.99,0.27,1.23,0.0,1.24,528.28,1
861,980.91,0.26,2.32,0.0,1.41,1137.86,3
862,780.5,0.26,1.59,0.0,1.26,620.5,5
863,666.56,0.38,1.93,0.0,1.09,643.23,5
864,868.29,0.21,1.49,0.0,1.28,646.88,0
865,845.37,0.22,1.36,0.0,1.24,574.85,5
866,761.88,0.34,1.77,0.0,1.12,674.26,2
867,840.79,0.28,2.48,0.0,1.31,1042.58,1
868,800.64,0.16,2.3,0.0,1.1,920.74,5
869,684.98,0.46,2.13,0.0,1.22,729.5,0
870,868.56,0.15,2.16,0.0,1.19,938.04,0
871,749.52,0.25,2.55,0.0,1.05,955.64,3
872,705.03,0.38,1.83,0.0,0.99,645.1,5
873,776.37,0.31,1.43,0.0,1.25,555.1,1
874,956.8,0.39,2.6,0.0,1.27,1243.84,1
875,996.24,0.43,2.6,0.0,1.23,1295.11,5
876,940.01,0.26,1.59,0.0,1.1,747.31,2
877,750.5,0.34,1.77,0.0,1.19,664.19,0
878,697.28,0.11,2.95,0.0,1.24,1028.49,4
879,834.39,0.35,1.21,0.0,1.18,504.81,3
880,783.8,0.44,1.84,0.0,1.2,721.1,5
881,813.9,0.12,2.24,0.0,1.36,911.57,2
882,686.96,0.34,2.02,0.0,1.23,693.83,1
883,711.38,0.28,1.57,0.0,1.37,558.43,2
884,692.41,0.27,1.37,0.0,1.3,474.3,1
885,877.27,0.29,2.32,0.0,1.18,1017.63,4
886,906.23,0.16,2.14,0.0,1.19,969.67,2
887,731.74,0.12,1.93,0.0,1.16,706.13,0
888,858.26,0.32,0.89,0.0,1.2,381.93,0
889,864.15,0.2,2.29,0.0,0.94,989.45,2
890,726.01,0.47,1.95,0.0,1.14,707.86,1
891,800.99,0.43,2.06,0.0,1.14,825.02,1
892,881.34,0.29,1.91,0.0,1.19,841.68,2
893,698.53,0.35,3.07,0.0,1.38,1072.24,4
894,924.63,0.12,1.49,0.0,1.26,688.85,1
895,779.38,0.43,2.06,0.0,1.29,802.76,4
896,805.94,0.47,1.97,0.0,1.1,793.85,5
897,775.57,0.38,2.11,0.0,1.15,818.23,2
898,651.82,0.39,2.18,0.0,1.18,710.48,2
899,833.9,0.4,1.41,0.0,1.0,587.9,5
900,799.32,0.24,2.26,0.0,1.11,903.23,1
901,758.99,0.3,2.34,0.0,1.26,888.02,1
902,778.01,0.34,2.71,0.0,1.12,1054.2,5
903,841.73,0.33,1.58,0.0,1.16,664.97,3
904,785.26,0.33,2.25,0.0,1.21,883.42,1
905,746.98,0.29,1.92,0.0,1.17,717.1,4
906,808.04,0.41,1.05,0.0,1.15,424.22,4
907,875.42,0.18,3.03,0.0,1.09,1326.26,5
908,803.59,0.12,1.66,0.0,1.42,666.98,4
909,720.38,0.32,2.51,0.0,1.24,904.08,0
910,883.09,0.34,2.11,0.0,1.21,931.66,0
911,770.36,0.4,2.2,0.0,1.35,847.4,4
912,858.54,0.11,1.46,0.0,1.25,626.73,5
913,785.4,0.12,1.6,0.0,1.26,628.32,4
914,705.57,0.23,2.23,0.0,1.27,786.71,0
915,672.49,0.48,2.02,0.0,1.29,679.21,2
916,709.95,0.46,1.69,0.0,1.35,599.91,2
917,776.59,0.26,1.99,0.0,1.2,772.71,4
918,574.73,0.3,1.98,0.0,1.36,568.98,3
919,838.3,0.44,1.45,0.0,1.19,607.77,2
920,909.96,0.22,1.47,0.0,1.06,668.82,5
921,775.78,0.42,1.97,0.0,1.18,764.14,5
922,689.05,0.45,2.31,0.0,1.12,795.85,2
923,633.3,0.14,2.27,0.0,1.23,718.8,2
924,822.53,0.43,3.05,0.0,1.26,1254.36,1
925,841.2,0.15,0.8,0.0,1.25,336.48,4
926,805.76,0.26,2.45,0.0,1.09,987.06,2
927,869.64,0.23,1.51,0.0,1.35,656.58,4
928,732.76,0.31,2.1,0.0,1.35,769.4,3
929,774.75,0.19,2.18,0.0,1.06,844.48,4
930,827.58,0.5,1.57,0.0,1.03,649.65,5
931,777.4,0.47,1.23,0.0,1.26,478.1,1
932,848.72,0.31,2.43,0.0,0.95,1031.19,0
933,849.56,0.37,2.05,0.0,1.08,870.8,1
934,772.82,0.38,2.66,0.0,1.18,1027.85,2
935,703.6,0.19,1.89,0.0,1.26,664.9,3
936,727.56,0.11,1.65,0.0,1.27,600.24,3
937,909.55,0.37,2.17,0.0,1.1,986.86,4
938,679.58,0.48,2.24,0.0,1.21,761.13,5
939,805.97,0.48,2.82,0.0,1.27,1136.42,1
940,700.37,0.22,2.0,0.0,1.32,700.37,5
941,1030.71,0.3,2.82,0.0,1.28,1453.3,4
942,736.55,0.31,2.1,0.0,1.28,773.38,4
943,863.37,0.39,2.41,0.0,1.4,1040.36,0
944,703.15,0.28,1.31,0.0,1.2,460.56,1
945,1119.19,0.22,2.2,0.0,1.22,1231.11,0
946,666.38,0.15,2.91,0.0,1.36,969.58,3
947,835.64,0.49,1.13,0.0,1.38,472.14,5
948,674.69,0.27,1.52,0.0,1.15,512.76,5
949,881.92,0.46,1.87,0.0,1.31,824.6,5
950,674.42,0.5,1.81,0.0,1.04,610.35,3
951,755.65,0.44,1.76,0.0,1.16,664.97,1
952,640.49,0.4,2.58,0.0,1.15,826.23,0
953,760.23,0.49,2.63,0.0,1.23,999.7,0
954,800.06,0.17,2.38,0.0,1.36,952.07,0
955,974.12,0.16,2.08,0.0,1.15,1013.08,2
956,569.7,0.4,1.52,0.0,1.45,432.97,1
957,854.49,0.34,2.09,0.0,1.1,892.94,4
958,804.19,0.16,1.75,0.0,1.04,703.67,4
959,739.11,0.37,1.81,0.0,1.11,668.89,2
960,778.78,0.27,1.94,0.0,1.02,755.42,3
961,839.07,0.19,0.76,0.0,1.2,318.85,4
962,796.25,0.37,2.07,0.0,1.01,824.12,4
963,795.59,0.43,2.25,0.0,1.17,895.04,3
964,721.94,0.5,2.69,0.0,1.28,971.01,0
965,759.9,0.27,2.22,0.0,1.08,843.49,0
966,848.4,0.1,2.26,0.0,1.16,958.69,2
967,707.76,0.13,2.35,0.0,1.09,831.62,3
968,748.1,0.14,2.81,0.0,1.24,1051.08,2
969,807.34,0.11,1.39,0.0,1.14,561.1,4
970,832.6,0.34,2.21,0.0,1.12,920.02,5
971,838.6,0.45,1.89,0.0,1.06,792.48,3
972,779.8,0.45,2.31,0.0,1.15,900.67,4
973,596.55,0.49,1.78,0.0,1.3,530.93,5
974,876.15,0.24,2.69,0.0,1.11,1178.42,0
975,900.15,0.4,1.52,0.0,1.01,684.11,1
976,919.45,0.23,1.85,0.0,1.34,850.49,5
977,833.95,0.39,1.43,0.0,1.13,596.27,2
978,884.34,0.15,0.98,0.0,0.95,433.33,2
979,770.28,0.22,1.76,0.0,1.22,677.85,0
980,688.57,0.15,2.45,0.0,1.3,843.5,4
981,782.47,0.45,1.95,0.0,1.21,762.91,4
982,775.03,0.12,1.62,0.0,1.16,627.77,2
983,899.17,0.33,1.93,0.0,1.18,867.7,5
984,879.3,0.16,3.05,0.0,1.3,1340.93,1
985,747.73,0.25,1.71,0.0,1.22,639.31,0
