machineID,injection_pressure [bar],melt_temperature [°C],clamping_force [ton],cycle_time [seconds],screw_speed [RPM],cooling_time [seconds],hydraulic_pressure [psi],failure_type
420,79.06,212.86,49.88,27.56,75.91,22.49,3125.07,4
421,97.71,207.82,53.11,29.25,55.46,25.44,3208.1,4
422,116.13,190.82,46.4,33.67,93.23,22.04,2920.66,1
423,96.25,213.61,50.51,30.88,126.71,24.82,3220.76,0
424,92.5,182.87,48.48,29.91,85.21,17.84,2898.81,4
425,120.55,197.1,61.35,26.45,140.53,19.16,2971.27,0
426,100.53,201.97,47.38,25.44,129.58,16.67,3343.48,3
427,95.21,209.75,57.02,30.83,98.89,20.25,2901.44,0
428,103.5,190.95,52.82,24.28,141.3,20.58,2769.04,5
429,100.17,204.84,52.21,34.11,149.0,20.13,2940.85,5
430,95.71,184.23,49.36,28.84,131.11,18.07,2707.59,3
431,112.08,213.86,50.67,33.06,56.12,20.7,3092.86,5
432,111.16,213.15,48.58,28.71,102.96,19.25,2938.28,0
433,108.41,183.4,42.37,33.15,126.54,17.8,2996.26,0
434,98.97,189.73,48.4,28.68,60.77,23.2,2953.68,0
435,111.47,196.43,48.67,29.27,147.99,19.38,3355.79,0
436,99.5,206.49,46.59,26.89,113.96,20.12,2993.39,0
437,104.67,202.06,59.8,34.48,149.21,15.9,2723.13,5
438,110.34,200.74,51.07,30.61,135.05,22.6,3338.56,1
439,108.09,206.62,49.58,31.73,144.93,23.23,3423.34,1
440,117.9,203.44,57.31,33.24,120.64,19.75,3002.75,4
441,104.51,217.65,41.61,29.96,108.92,18.93,2838.69,4
442,83.16,213.98,47.5,30.17,107.71,20.78,2922.66,0
443,88.4,190.79,59.84,30.42,142.51,18.51,3111.38,1
444,113.5,202.66,46.32,30.96,59.61,16.29,3210.31,0
445,96.69,214.0,51.2,25.06,67.34,19.72,2936.32,4
446,103.87,213.81,46.77,29.39,95.39,17.38,3178.56,4
447,91.49,202.7,61.5,33.65,123.34,19.74,3006.02,2
448,110.01,208.83,48.35,31.39,86.88,22.56,3152.72,3
449,96.15,201.22,44.25,26.99,109.24,18.74,2588.82,3
450,114.58,218.08,45.63,30.22,149.37,21.03,2923.48,1
451,94.68,217.8,46.38,32.08,107.66,20.22,3215.69,4
452,111.18,200.88,50.14,28.12,58.96,18.5,3101.18,0
453,106.74,217.43,48.35,30.77,117.0,19.01,3148.68,4
454,92.78,219.68,53.42,34.69,86.69,21.55,3019.36,4
455,110.99,182.94,54.74,28.55,127.81,18.01,2913.91,0
456,90.98,185.89,49.19,33.01,106.25,20.73,3031.98,2
457,91.78,185.33,49.68,30.04,87.82,21.99,3066.76,2
458,107.22,205.03,57.87,29.88,111.66,19.68,2675.81,3
459,93.75,194.14,54.82,30.95,70.98,21.58,3344.43,1
460,94.06,215.1,53.21,28.11,104.96,22.18,3418.82,2
461,96.56,206.97,48.59,33.01,102.22,22.05,2912.31,4
462,90.0,219.68,42.25,27.87,143.09,18.8,3195.07,2
463,110.45,193.22,44.42,32.21,82.56,21.88,3275.22,1
464,106.09,214.13,47.41,28.71,55.76,19.31,3143.39,4
465,99.31,205.56,52.65,27.53,138.02,20.54,2914.53,1
466,98.92,191.42,47.27,32.86,97.56,20.9,2829.12,2
467,104.5,203.53,54.62,31.53,148.82,17.35,2997.04,4
468,117.65,192.35,48.45,24.77,65.22,21.15,2760.92,4
469,108.71,192.32,55.97,32.06,143.87,20.55,3071.6,5
470,94.92,195.19,49.32,32.48,67.1,19.12,2983.14,4
471,107.77,210.35,55.12,24.36,117.7,19.03,3371.04,0
472,98.81,218.23,50.95,32.86,80.12,19.91,3176.66,5
473,98.01,201.58,44.95,31.84,145.85,17.84,3053.68,4
474,118.66,218.34,46.25,30.3,70.91,18.01,3135.15,3
475,95.81,209.6,41.89,30.18,97.02,18.91,3141.61,2
476,95.21,189.55,43.88,28.52,95.63,19.6,3228.02,4
477,80.48,199.76,45.43,25.24,129.11,19.05,2796.94,1
478,85.98,198.81,57.08,28.27,140.76,18.3,2967.52,1
479,104.51,201.47,47.23,31.85,119.78,18.18,2901.73,2
480,93.05,182.99,44.17,31.16,74.24,19.06,2994.98,3
481,105.15,210.71,52.41,29.6,95.71,21.97,3141.93,0
482,88.85,189.62,49.03,37.42,93.0,19.21,2725.14,2
483,92.33,187.92,47.19,32.14,138.96,18.38,3150.24,0
484,106.75,214.53,49.83,25.96,58.79,21.7,3251.82,2
485,114.61,208.09,43.65,26.28,102.5,14.72,3168.77,2
486,105.92,213.27,57.33,35.71,120.42,18.67,2801.38,0
487,111.98,207.51,45.08,28.29,93.59,19.98,2645.97,2
488,117.05,182.39,44.43,29.24,125.74,17.42,3119.53,2
489,110.4,206.93,44.04,31.69,103.92,19.2,3317.14,5
490,90.82,199.16,45.97,34.43,93.87,19.3,2750.55,5
491,98.95,207.6,49.49,37.14,107.14,19.65,2744.76,3
492,106.3,193.79,50.43,27.26,108.13,24.45,3169.46,4
493,95.85,182.37,45.15,31.8,96.13,21.45,2802.48,2
494,104.52,202.06,47.39,32.31,69.54,16.98,2516.56,5
495,84.21,180.2,48.85,30.8,120.56,20.82,2938.55,2
496,91.71,217.56,41.56,26.58,108.6,18.7,2930.02,2
497,105.29,185.52,53.14,31.91,84.44,23.88,2787.74,3
498,77.63,201.38,46.23,33.76,84.83,21.03,3088.83,2
499,88.92,189.05,53.88,31.54,113.9,18.73,3221.74,2
500,99.82,208.67,54.29,32.44,70.74,22.01,2974.7,5
501,82.81,214.36,50.6,27.33,93.06,18.09,3257.32,0
502,100.57,188.37,48.71,31.23,87.64,18.57,2819.52,0
503,92.0,185.44,40.41,33.46,74.18,19.45,2920.49,2
504,97.08,211.37,61.24,33.33,80.65,21.44,3210.46,4
505,97.41,213.04,48.47,26.52,83.26,15.22,3169.1,1
506,101.89,202.67,52.81,32.19,90.04,19.92,3012.85,4
507,94.36,215.56,56.19,29.38,114.65,17.78,3247.8,1
508,100.9,211.59,49.02,29.21,66.36,20.6,3017.81,0
509,93.99,216.41,45.21,30.7,145.04,20.72,3017.56,2
510,105.56,181.21,61.22,29.84,119.63,20.25,2892.39,3
511,116.94,205.71,56.56,28.38,80.96,20.68,2580.03,1
512,101.97,191.92,47.73,33.19,106.04,20.1,2987.39,1
513,101.7,186.41,52.36,30.33,107.04,18.13,3442.65,3
514,88.36,214.98,48.55,35.93,105.46,16.95,3350.28,5
515,106.93,194.68,49.23,32.95,59.01,22.02,2934.66,2
516,92.42,185.12,48.57,29.37,88.48,17.63,2970.23,0
517,91.91,213.08,47.43,27.21,50.7,22.7,3160.61,2
518,105.57,205.43,44.85,30.43,79.96,19.2,2873.37,5
519,101.81,196.62,45.7,25.12,125.65,20.09,3026.51,0
520,111.07,212.94,50.34,28.21,75.86,18.97,3428.02,0
521,114.43,186.47,58.2,27.4,128.0,20.92,3163.6,3
522,94.6,209.88,60.73,31.96,122.1,19.92,3042.25,1
523,101.28,201.53,54.52,29.26,64.09,18.73,2741.17,2
524,117.6,208.35,51.78,30.66,63.69,16.93,3146.51,2
525,109.67,216.34,49.9,30.59,101.73,14.67,2947.13,0
526,107.13,218.28,51.81,28.26,131.37,20.23,2990.91,1
527,113.06,191.33,47.57,31.01,50.22,22.91,2589.51,4
528,93.95,197.65,47.8,26.48,128.37,16.97,2821.74,3
529,106.37,207.49,40.86,34.61,55.59,18.83,2780.56,2
530,114.09,209.88,58.2,30.67,125.45,17.14,3030.33,4
531,116.21,202.93,58.57,31.13,82.81,18.36,3015.32,1
532,91.94,188.95,52.81,25.07,116.48,18.21,2821.14,0
533,97.48,215.9,54.78,28.77,148.26,21.15,3033.1,4
534,103.83,194.43,51.09,30.99,84.22,18.24,2817.44,1
535,97.11,196.47,49.54,32.23,79.84,19.69,3059.63,3
536,96.08,199.26,45.4,29.78,63.81,23.94,3179.1,5
537,106.84,188.16,53.01,31.24,102.13,20.21,2824.54,5
538,96.47,216.18,44.15,27.03,122.55,18.11,3292.15,0
539,82.12,191.04,56.47,34.34,56.44,19.3,2800.64,3
540,103.62,207.9,41.84,26.69,76.99,22.3,2825.24,0
541,95.76,190.85,55.2,33.93,52.51,21.27,2847.32,4
542,92.68,183.64,49.39,30.11,96.19,17.75,3121.56,1
543,84.34,197.1,55.9,25.65,137.64,18.99,2898.07,3
544,110.14,193.77,47.66,37.23,123.39,19.29,3011.43,1
545,77.73,206.36,49.04,24.66,55.05,19.14,2815.75,4
546,83.01,184.67,47.27,33.62,65.08,18.83,3077.39,5
547,97.24,206.39,47.31,28.37,86.05,19.45,3096.2,3
548,112.29,196.08,54.58,27.09,76.94,19.68,3062.46,1
549,113.1,194.14,49.78,35.49,79.82,20.79,2673.01,0
550,88.45,181.51,43.45,32.51,89.05,19.21,3163.67,1
551,98.22,192.08,48.52,24.26,96.31,22.91,3304.99,3
552,84.9,200.89,48.33,30.78,51.27,16.86,3295.97,1
553,110.11,203.12,51.74,27.83,79.24,18.66,3059.48,5
554,85.23,217.36,53.19,26.09,114.48,18.02,2931.95,0
555,98.57,209.2,56.21,27.35,65.46,16.99,2891.83,5
556,110.33,204.66,45.61,29.39,55.14,20.7,3274.92,1
557,97.78,214.18,51.72,32.81,144.76,19.22,3108.3,1
558,114.7,184.58,43.99,32.15,77.32,18.19,3274.62,0
559,91.3,204.35,52.05,33.83,64.87,21.08,3387.96,0
560,103.69,187.19,59.94,29.83,117.3,22.21,2740.9,5
561,108.53,213.84,47.25,30.57,102.23,16.05,3061.28,2
562,98.6,211.87,46.51,30.72,118.08,20.49,3025.96,0
563,113.86,181.0,55.24,29.0,90.38,19.62,3147.75,1
564,105.48,190.3,43.59,29.18,60.65,18.8,2704.15,5
565,83.63,182.25,55.33,32.14,67.31,17.91,2986.73,1
566,139.59,191.16,49.43,32.65,61.11,20.03,2766.41,0
567,106.49,196.8,51.25,25.73,82.92,22.22,2940.95,4
568,101.07,185.78,49.09,32.18,148.92,18.15,2712.38,2
569,86.01,215.03,44.98,30.62,110.02,22.25,2853.56,3
570,100.82,184.12,48.19,28.01,96.19,18.31,3192.11,5
571,95.4,189.45,52.28,26.41,145.74,21.05,3258.42,4
572,106.44,182.72,55.49,30.54,129.46,19.99,3179.12,1
573,103.72,210.2,44.3,30.0,127.12,23.05,3117.76,5
574,118.53,214.42,45.62,30.33,112.93,21.0,3226.42,3
575,101.42,196.87,52.69,28.91,108.75,16.7,2739.28,1
576,105.14,212.06,49.58,27.06,132.25,20.54,3285.35,0
577,103.72,183.21,51.31,25.74,106.03,21.98,3192.87,1
578,98.52,219.4,36.6,33.56,83.73,19.27,2939.09,2
579,98.17,208.84,52.96,31.31,120.97,21.59,2780.64,3
580,111.01,208.24,50.16,28.58,90.37,22.13,2916.65,0
581,107.8,192.64,53.49,29.28,125.9,19.47,3100.05,3
582,93.71,181.41,51.86,28.72,58.16,19.82,2956.77,0
583,88.87,194.34,46.21,31.52,61.81,21.78,3123.13,2
584,99.33,184.75,45.51,30.66,146.11,19.14,3087.51,5
585,111.61,183.11,46.61,33.25,107.33,19.86,2854.05,4
586,99.72,185.94,43.73,31.89,67.95,22.24,2695.28,1
587,117.46,203.53,56.31,29.71,103.62,17.57,2952.11,4
588,92.25,191.53,44.15,32.45,118.65,18.73,2923.37,4
589,101.42,188.1,53.94,30.83,88.15,17.34,3038.22,5
590,74.84,201.33,49.62,30.92,55.6,20.64,3418.11,0
591,94.04,199.81,46.8,27.26,50.53,23.42,3395.1,3
592,96.91,202.04,47.31,28.54,72.36,18.48,3130.62,5
593,105.11,207.44,54.45,32.5,87.84,22.57,3152.94,3
594,117.11,185.14,52.34,33.18,148.38,21.31,2855.74,4
595,100.35,208.7,43.91,25.58,138.23,21.91,3000.65,5
596,114.54,214.16,54.81,34.76,136.77,20.21,3095.67,0
597,106.62,180.54,48.27,26.3,129.41,21.52,2723.3,2
598,109.86,189.4,51.41,37.74,80.36,17.13,3266.17,0
599,95.34,201.96,43.03,31.61,117.76,20.27,2862.94,4
600,113.85,194.79,48.59,30.39,53.21,21.5,2952.35,4
601,89.27,201.18,55.98,33.98,110.09,21.62,2837.2,5
602,104.95,198.7,49.79,29.09,89.65,18.18,3057.94,0
603,90.48,212.51,55.5,28.68,122.71,18.95,2771.67,3
604,94.82,204.45,47.23,29.99,147.29,23.53,2865.39,4
605,85.39,203.89,53.72,28.51,113.74,26.84,3101.09,4
606,94.84,200.68,54.7,33.85,129.61,20.42,2764.55,3
607,103.51,180.75,53.25,24.99,85.52,17.71,2706.6,2
608,99.31,203.43,41.18,33.9,81.91,20.23,3170.53,4
609,86.52,195.35,53.07,33.05,89.85,20.13,2919.44,2
610,114.71,212.24,41.52,32.64,136.1,24.41,3447.86,4
611,103.37,204.08,51.94,28.94,72.64,21.46,3081.92,0
612,110.08,207.22,48.1,29.79,132.66,23.68,2928.09,2
613,107.85,196.11,48.33,29.96,109.44,22.12,3492.64,0
614,93.35,217.94,62.05,23.95,82.85,23.47,3132.18,2
615,80.55,186.5,47.62,30.68,127.72,19.25,3272.53,0
616,90.85,195.97,55.04,34.65,81.1,15.55,3204.29,5
617,112.25,214.38,48.45,27.0,98.84,19.46,3254.6,3
618,89.46,180.72,55.07,31.48,64.52,19.5,3032.0,1
619,108.16,181.15,49.9,28.29,91.19,17.53,2608.17,5
620,93.88,180.19,40.2,32.28,102.79,20.73,2729.51,4
621,103.93,218.49,45.14,32.49,58.75,21.75,3200.46,1
622,81.76,195.63,51.03,30.8,121.25,20.95,3052.83,2
623,111.67,213.98,44.9,26.17,72.83,17.62,3049.12,3
624,99.6,199.32,48.21,31.76,121.23,20.3,3045.03,5
625,108.86,208.14,49.61,29.01,145.73,22.83,2777.85,4
626,101.9,190.94,50.33,32.17,138.0,20.64,3232.45,1
627,107.98,216.76,52.84,25.95,86.43,22.03,2911.07,4
628,98.98,195.11,48.22,33.35,104.54,20.13,3242.96,5
629,107.43,206.58,51.25,29.39,74.48,18.76,2669.03,1
630,84.9,197.85,52.71,27.93,61.23,20.28,3233.78,2
631,89.19,207.71,49.02,31.9,119.27,18.6,3075.79,4
632,107.25,194.67,43.27,31.18,85.0,19.69,3231.8,1
633,99.61,212.47,47.15,31.1,82.95,18.28,3314.38,2
634,97.71,202.55,54.59,32.86,133.72,20.16,2815.61,3
635,98.2,197.72,51.88,30.47,130.57,17.81,3194.23,2
636,105.02,199.5,43.96,28.22,52.4,20.7,2962.25,0
637,94.07,192.59,52.65,27.56,64.54,22.17,2723.15,2
638,105.1,215.28,54.2,27.17,113.74,17.08,3102.11,3
639,90.84,205.81,54.64,32.19,97.17,22.19,3088.1,2
640,95.93,199.8,55.06,32.79,127.35,19.06,3044.41,3
641,109.85,216.07,49.42,27.78,122.47,15.09,3076.09,3
642,110.71,198.79,53.35,25.61,131.33,22.71,2777.95,5
643,89.03,207.64,46.07,27.94,84.62,16.61,2856.07,2
644,108.39,200.27,50.32,28.85,111.74,19.29,3080.64,0
645,89.61,201.97,57.88,24.61,125.18,22.39,3124.34,3
646,107.33,191.57,49.99,22.33,61.53,17.42,2811.99,2
647,81.01,213.03,49.17,29.93,72.67,17.35,3071.67,4
648,88.83,184.91,49.62,32.54,131.99,19.36,3004.7,3
649,94.91,194.69,47.92,27.87,109.58,13.1,2984.56,5
650,98.34,191.0,51.72,30.91,80.5,21.42,2848.99,3
651,114.24,212.17,55.09,31.71,149.81,19.47,2996.71,0
652,109.04,188.93,52.97,29.01,82.19,17.96,3224.91,5
653,115.75,204.69,52.31,25.02,57.63,23.08,2962.32,2
654,112.07,215.29,43.92,25.3,72.03,21.04,2907.53,4
655,97.17,188.98,52.26,27.54,75.18,22.35,2742.38,5
656,97.34,208.52,50.84,31.72,124.0,19.92,2772.07,0
657,110.69,193.11,42.92,30.23,99.71,18.35,2963.51,5
658,100.4,206.28,54.57,32.29,124.27,18.13,3018.3,0
659,98.43,206.81,45.99,29.73,127.1,13.81,3130.33,2
660,86.65,206.5,44.63,34.96,91.66,20.37,2978.79,1
661,98.94,190.75,54.63,29.64,76.53,21.03,2532.23,5
662,72.09,215.47,48.42,27.36,129.22,23.43,2813.36,0
663,95.44,206.06,52.44,27.39,127.57,22.03,2721.73,2
664,90.2,186.51,53.08,31.17,107.2,18.37,2986.44,1
665,106.93,189.3,51.2,30.06,57.58,17.08,2967.89,1
666,95.21,217.37,47.47,26.21,76.39,19.55,3241.31,1
667,96.71,188.26,57.45,25.03,133.98,21.62,2464.06,5
668,113.47,214.95,48.19,31.97,93.53,21.66,2993.19,3
669,89.51,195.74,51.48,30.74,53.52,20.97,3662.16,0
670,103.17,200.19,52.75,26.86,71.97,20.49,2723.03,2
671,81.05,181.55,55.8,29.24,103.03,17.96,2980.77,1
672,100.9,188.56,47.69,24.8,91.47,19.35,2829.06,1
673,104.1,198.24,50.01,33.2,63.72,21.37,2852.97,4
674,108.6,208.29,46.81,26.9,65.42,16.25,3122.07,3
675,91.01,201.95,61.92,26.98,60.0,21.23,2884.94,3
676,103.2,184.4,51.85,26.97,108.05,18.98,3121.15,0
677,103.18,194.37,42.57,28.45,88.28,18.88,3067.09,0
678,99.81,216.04,50.59,27.75,53.99,19.97,3258.06,0
679,101.5,187.53,45.53,29.42,124.56,20.96,2828.16,2
680,104.64,180.29,43.68,35.75,133.32,19.83,2820.69,4
681,103.98,204.97,54.06,31.42,146.09,22.23,3032.45,4
682,90.04,196.51,50.36,28.1,141.65,19.77,3202.07,2
683,88.04,207.07,45.29,34.37,124.18,21.97,3142.86,4
684,125.06,193.63,52.13,27.7,129.06,23.24,3308.29,2
685,119.2,216.95,49.1,30.68,110.62,21.0,3109.45,0
686,86.08,183.71,44.69,31.91,105.35,21.16,3168.72,5
687,104.5,215.62,36.66,29.13,135.14,16.31,3190.98,0
688,106.27,181.25,54.46,26.37,87.23,18.72,2993.75,5
689,107.51,195.37,48.59,28.08,124.37,21.64,2810.94,4
690,101.4,215.16,47.72,29.63,103.62,16.74,2880.98,0
691,90.73,195.73,51.21,30.39,63.2,17.99,2961.55,2
692,98.18,190.46,45.81,26.23,146.92,19.71,3104.52,2
693,95.09,214.85,51.38,29.25,99.57,18.46,3052.01,3
694,101.34,194.9,49.28,35.35,148.94,21.99,2899.89,4
695,97.32,191.22,55.51,27.18,92.43,19.44,3450.68,5
696,98.68,200.0,52.47,30.91,111.18,20.62,3052.08,0
697,110.19,213.57,46.27,30.47,51.13,18.49,2909.77,5
698,112.31,201.47,45.76,29.81,66.54,17.94,2980.37,4
699,88.19,187.86,53.6,33.6,54.3,23.15,3041.66,3
700,95.4,197.14,50.58,24.0,96.17,19.81,3118.89,3
701,92.09,190.9,47.95,29.45,105.21,20.96,3249.22,5
702,112.24,187.18,45.57,27.3,113.37,18.5,2985.16,1
703,99.41,215.26,47.92,30.25,135.18,16.5,2766.37,4
704,114.49,188.79,51.7,27.82,74.71,20.85,3036.83,2
705,95.22,200.68,45.72,31.01,141.6,19.56,3046.04,2
706,100.26,207.23,58.55,30.29,111.7,18.96,3143.11,5
707,86.51,193.19,46.68,32.48,102.46,22.63,2699.15,5
708,113.03,203.76,51.3,28.38,65.47,20.97,2931.92,4
709,96.37,196.0,39.1,27.38,126.9,18.5,2800.86,5
710,85.15,203.13,44.6,31.16,107.48,19.88,3018.51,1
711,94.08,201.74,51.94,26.87,107.52,17.31,2955.78,0
712,76.95,219.17,50.95,33.01,137.79,18.69,2668.04,3
713,99.68,196.56,54.89,30.84,102.56,21.03,2892.11,5
714,101.12,193.01,46.31,27.44,149.38,22.17,2985.3,3
715,102.88,217.75,46.17,29.06,109.0,19.37,3297.85,4
716,114.98,215.48,38.84,24.84,132.77,19.5,2727.21,1
717,96.99,189.23,43.58,28.14,113.12,21.85,2491.23,3
718,108.07,214.0,48.82,31.66,109.16,18.85,3232.13,2
719,103.12,217.98,46.92,32.2,62.94,18.25,3118.72,5
720,98.07,199.07,55.29,29.58,147.15,23.62,3026.95,0
721,79.23,206.85,46.48,27.19,133.02,21.63,3247.52,3
722,109.48,182.58,51.77,30.07,75.88,20.38,3127.29,1
723,94.96,182.72,47.51,33.21,78.43,20.81,2685.85,5
724,100.18,196.28,43.4,28.33,135.03,21.21,3093.0,2
725,87.3,209.89,50.97,37.36,143.42,22.35,2955.03,1
726,102.83,199.79,43.1,24.9,75.1,21.07,2724.9,2
727,101.08,204.43,56.85,27.19,61.45,21.39,2815.23,5
728,100.29,182.8,44.28,29.58,88.06,19.76,2988.72,2
729,98.65,182.26,55.45,31.94,114.46,18.6,2925.14,4
730,110.49,198.12,49.62,27.12,69.65,22.18,3327.25,4
731,109.66,190.03,47.31,29.19,142.2,19.12,2869.17,1
732,107.26,200.57,58.91,33.62,120.34,19.44,2956.36,5
733,133.21,180.11,50.64,26.82,132.01,20.6,3001.31,3
734,94.0,183.82,42.74,28.95,100.5,20.33,3291.69,3
735,96.2,202.04,50.7,30.71,134.33,20.11,2772.15,4
736,89.85,209.85,47.83,26.91,142.58,20.25,3276.56,3
737,104.36,183.56,52.62,34.41,133.15,21.0,3024.43,3
738,93.13,207.18,53.15,31.04,141.74,26.19,2917.91,3
739,73.02,182.22,49.89,32.2,66.9,16.56,3137.57,3
740,87.87,191.78,54.34,29.02,84.3,26.47,3077.49,4
741,100.72,193.1,38.21,26.94,54.6,20.19,2803.76,1
742,110.1,188.83,58.53,32.06,106.69,21.04,3049.69,4
743,84.43,192.12,45.49,28.94,67.39,20.28,3284.45,3
744,93.88,188.14,60.28,31.28,100.67,18.79,2919.2,3
745,98.61,193.86,54.83,34.11,141.53,24.43,2790.48,3
746,92.71,180.09,52.48,25.7,111.29,17.04,3309.48,3
747,105.31,216.14,54.5,26.8,79.36,20.47,2867.23,0
748,100.04,181.21,50.07,30.14,99.01,23.66,2768.55,5
749,103.21,196.22,53.95,30.28,54.16,18.02,3099.87,5
750,92.75,189.61,59.99,25.97,65.08,17.49,3112.19,4
751,115.37,194.4,55.33,37.19,118.25,19.22,2896.4,4
752,100.0,211.25,48.04,32.74,62.53,22.81,2804.57,2
753,112.94,209.05,45.16,27.93,117.06,18.24,3342.06,4
754,95.61,183.32,44.72,27.75,123.69,24.37,3198.19,0
755,105.9,200.58,34.49,32.86,130.43,22.05,3364.17,3
756,93.21,190.98,49.15,29.94,116.69,19.22,3271.65,4
757,90.49,187.03,50.99,30.2,100.81,20.0,3220.86,0
758,92.96,209.76,48.75,29.1,147.63,19.7,2699.77,3
759,99.54,186.0,45.42,32.75,83.18,18.41,2968.69,2
760,97.81,208.75,46.57,33.2,108.77,20.27,2783.54,4
761,115.39,183.65,45.06,30.16,127.89,19.35,3046.5,5
762,88.51,206.12,51.99,29.44,86.07,20.72,3062.09,4
763,89.1,207.41,53.2,33.68,80.23,21.66,2807.94,5
764,117.0,194.56,52.63,29.8,76.86,20.11,3268.66,2
765,106.09,217.52,37.42,30.34,126.26,16.87,3285.5,0
766,81.19,188.71,51.4,35.02,122.69,22.17,3073.68,0
767,104.97,191.92,50.36,29.98,55.76,15.01,2907.5,5
768,102.37,189.87,45.98,29.77,96.55,19.89,3183.71,3
769,78.56,209.33,50.39,33.6,92.36,17.58,3187.73,4
770,96.3,185.52,47.78,29.38,141.25,18.97,3033.57,5
771,99.83,199.36,47.73,28.38,73.95,21.18,3023.81,5
772,107.31,191.89,41.87,32.73,117.2,22.72,3127.58,3
773,109.54,200.96,48.7,28.21,128.42,18.82,3077.52,3
774,100.96,185.62,47.13,32.2,71.02,22.32,2937.69,1
775,110.33,213.36,49.94,27.92,105.2,18.81,3033.94,3
776,98.54,216.9,45.73,30.71,79.35,20.52,2884.38,2
777,91.43,202.11,59.57,30.85,137.35,17.75,2799.55,2
778,90.66,219.2,53.24,27.0,138.4,20.46,3019.62,2
779,105.43,218.76,46.06,28.69,98.87,16.71,2813.76,2
780,80.42,209.22,58.41,34.02,121.97,19.28,2684.58,2
781,106.78,183.2,52.94,27.01,85.06,22.72,2736.51,4
782,88.93,186.38,51.16,29.11,103.61,21.94,3101.56,5
783,96.41,198.84,51.06,29.41,50.4,18.86,3321.11,2
784,105.05,216.56,45.55,38.98,95.97,20.69,2861.84,3
785,112.18,183.44,45.13,34.12,85.79,17.88,3022.24,0
786,80.59,218.26,49.63,26.55,146.7,15.13,2955.39,1
787,91.94,218.1,52.92,25.18,57.9,19.22,3095.48,3
788,100.49,208.7,49.49,32.7,103.9,20.8,3235.14,5
789,94.04,184.79,55.4,32.32,72.81,20.73,2970.31,4
790,108.62,211.22,48.95,29.25,93.11,23.29,3147.32,5
791,79.14,215.55,47.04,37.23,112.3,24.06,3078.92,5
792,103.62,215.71,51.06,31.1,113.88,18.35,3283.87,3
793,104.26,212.04,61.67,29.44,93.65,19.29,3020.28,5
794,100.49,214.3,47.37,36.58,74.83,17.25,2869.73,0
795,111.02,205.57,55.84,23.82,98.24,21.17,2749.79,1
796,87.7,205.78,58.76,30.19,130.2,19.97,2788.07,0
797,111.09,185.36,44.89,31.15,92.6,20.25,3186.31,2
798,92.97,202.28,48.31,24.46,144.16,18.56,3007.98,4
799,107.26,197.37,44.34,34.35,130.56,21.2,2857.09,2
800,96.76,190.36,52.67,31.43,143.11,20.17,2927.99,3
801,108.14,210.64,46.19,26.43,143.41,18.44,3139.28,2
802,107.8,197.02,62.09,26.92,77.47,21.39,3030.66,1
803,85.36,210.54,55.24,31.17,123.8,18.08,2554.54,2
804,98.46,219.45,50.79,30.75,69.35,24.26,3337.23,2
805,99.08,198.24,43.78,30.01,149.11,22.64,3035.4,0
806,97.62,198.25,52.28,29.01,111.26,17.27,3014.01,3
807,92.44,214.48,51.39,29.38,84.87,20.97,2837.18,4
808,118.51,185.6,47.53,27.55,83.04,21.18,3146.7,0
809,102.09,212.18,47.88,30.87,122.08,21.15,2944.69,4
810,115.55,198.48,47.11,35.07,111.52,20.57,2871.9,0
811,94.31,213.98,56.5,30.33,139.69,19.64,2814.65,0
812,89.38,191.59,42.38,21.78,51.52,20.86,3107.21,3
813,101.32,192.84,52.52,38.49,65.66,19.52,3207.73,2
814,94.37,195.62,61.14,29.76,63.86,21.29,3001.53,2
815,123.9,186.16,51.57,29.81,99.71,18.75,2922.41,5
816,102.45,200.32,57.88,27.69,76.63,18.43,2666.29,1
817,111.53,199.99,50.08,33.13,87.91,20.87,3022.28,1
818,97.76,200.84,43.71,33.79,105.0,18.88,2808.36,0
819,96.74,203.55,54.2,24.93,90.63,20.49,2687.99,3
820,99.69,194.09,43.31,30.05,109.29,22.4,2988.37,4
821,103.56,193.48,54.5,35.86,50.65,17.32,3027.41,0
822,108.5,210.94,51.33,30.67,96.26,22.21,3006.16,3
823,98.78,217.2,46.98,22.77,74.18,20.58,2843.39,2
824,93.19,209.05,53.43,29.41,80.54,19.72,2985.31,0
825,89.32,183.77,43.18,29.99,50.56,22.73,3088.34,5
826,99.23,201.41,46.34,24.45,115.82,20.23,2993.49,1
827,105.73,216.97,49.9,30.56,88.84,17.6,3091.49,0
828,104.58,199.93,51.81,27.34,135.62,20.6,3322.16,1
829,99.82,208.92,49.18,25.88,132.76,13.91,3003.0,1
830,94.0,200.9,51.71,22.66,78.24,19.55,2944.49,4
831,101.47,193.49,38.54,25.96,93.8,22.47,2807.06,2
832,105.72,196.75,46.02,35.9,135.7,19.59,2789.59,0
833,99.63,190.3,56.57,26.86,93.47,21.05,2642.5,0
834,101.12,207.69,49.4,26.66,102.37,20.74,3227.01,1
835,98.49,188.57,50.93,28.48,97.75,18.56,3171.28,4
836,109.15,208.43,41.65,29.12,84.13,17.02,2943.57,1
837,95.62,191.0,44.31,31.39,132.65,20.64,3213.84,1
838,101.86,198.01,44.71,29.79,85.52,20.61,3335.9,4
839,103.94,198.2,48.02,31.35,111.16,22.27,3078.67,5
840,107.26,201.53,60.68,34.79,126.57,18.81,2996.64,3
